Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 21/12/2021
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
LEUMI,LUMI,604611,IL0006046119,5.19159,44691,3076.00,3147.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.63565,45718,05/12/2021
POALIM,POLI,662577,IL0006625771,5.06696,40294,3015.00,3098.0000,No,1336452973,92.09,100.00,1336452973.00,1336452973.00,0.68809,38128,05/12/2021
NICE,NICE,273011,IL0002730112,4.69668,57169,90570.00,91640.0000,No,63121441,100.00,100.00,63121441.00,63121441.00,0.44954,57844,05/12/2021
TEVA,TEVA,629014,IL0006290147,4.35539,27950,2534.00,2656.0000,No,1103007168,99.52,100.00,1103007168.00,1103007168.00,0.85267,29155,05/12/2021
DISCOUNT,DSCT,691212,IL0006912120,4.16943,22815,1960.00,2002.0000,No,1164016993,100.00,100.00,1164016993.00,1164016993.00,1,23304,05/12/2021
ICL,ICL,281014,IL0002810146,4.03839,36829,2868.00,2876.0000,No,1284151147,54.24,60.00,1284151147.00,770490688.20,1,20032,05/12/2021
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.13855,28623,11160.00,11430.0000,No,256482725,58.31,60.00,256479276.00,153887565.60,1,17094,05/12/2021
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,2.56018,23354,52820.00,51810.0000,No,44214886,55.72,60.00,44203756.00,26522253.60,1,12764,05/12/2021
ORMAT TECHNO,ORA,1134402,US6866881021,2.43152,13305,23760.00,23630.0000,No,55997579,80.25,100.00,55997579.00,55997579.00,1,10619,05/12/2021
TOWER,TSEM,1082379,IL0010823792,2.27411,12444,11470.00,11530.0000,No,108489058,100.00,100.00,108489058.00,108489058.00,1,12509,05/12/2021
PERRIGO,PRGO,1130699,IE00BGH1M568,2.21419,16154,11850.00,12320.0000,No,136324409,99.86,100.00,136324409.00,136324409.00,0.75,16772,05/12/2021
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.18049,34090,28110.00,28550.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,10432,05/12/2021
NOVA,NVMI,1084557,IL0010845571,2.09170,11446,40160.00,40400.0000,No,28499895,94.07,100.00,28499895.00,28499895.00,1,10831,05/12/2021
BEZEQ,BEZQ,230011,IL0002300114,1.96741,13457,486.60,486.8000,No,2765485753,73.19,80.00,2765485753.00,2212388602.40,1,9853,05/12/2021
ALONY HETZ,ALHE,390013,IL0003900136,1.69178,9259,5329.00,5370.0000,No,173747801,84.57,100.00,173714485.00,173714485.00,1,7891,05/12/2021
MIVNE,MVNE,226019,IL0002260193,1.49896,10253,1283.00,1286.0000,No,799119757,76.37,80.00,799119757.00,639295805.60,1,7848,05/12/2021
LIVEPERSON,LPSN,1123017,US5381461012,1.41111,7721,11430.00,11420.0000,No,67554435,93.44,100.00,67554435.00,67554435.00,1,7209,05/12/2021
MELISRON,MLSR,323014,IL0003230146,1.40718,12837,27040.00,26960.0000,No,47472672,48.45,60.00,47460339.00,28476203.40,1,6201,05/12/2021
OPKO HEALTH,OPK,1129543,US68375N1037,1.37816,9426,1384.00,1389.0000,No,681099362,60.28,80.00,681099362.00,544879489.60,1,5703,05/12/2021
FIBI BANK,FIBI,593038,IL0005930388,1.31245,11969,11930.00,12200.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,6321,05/12/2021
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.25140,6850,740.50,737.6000,No,925106586,98.23,100.00,924718585.00,924718585.00,1,6703,05/12/2021
SHUFERSAL,SAE,777037,IL0007770378,1.24083,6790,2559.00,2546.0000,No,265326677,99.94,100.00,265326677.00,265326677.00,1,6751,05/12/2021
BIG,BIG,1097260,IL0010972607,1.10473,10078,47670.00,47720.0000,No,21142973,51.21,60.00,21134810.00,12680886.00,1,5167,05/12/2021
PHOENIX,PHOE,767012,IL0007670123,1.08043,9856,3903.00,3931.0000,No,252530673,58.79,60.00,252456348.00,151473808.80,1,5836,05/12/2021
ISRAEL CORP,ILCO,576017,IL0005760173,1.06447,9708,126100.00,126870.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,4761,05/12/2021
AIRPORT CITY,ARPT,1095835,IL0010958358,0.94924,8657,6954.00,6931.0000,No,124488481,52.41,60.00,124488481.00,74693088.60,1,4522,05/12/2021
