Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 18/10/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,5.06749,32806,2954.00,2985.0000,No,1110552397,99.48,100.00,1110552397.00,1110552397.00,0.82811,32978,11/10/2022
NICE,NICE,273011,IL0002730112,4.97526,41874,65910.00,67890.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.63697,43132,11/10/2022
POALIM,POLI,662577,IL0006625771,4.97416,41709,3120.00,3181.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.63934,40105,11/10/2022
LEUMI,LUMI,604611,IL0006046119,4.85729,48043,3112.00,3162.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.54201,48810,11/10/2022
ICL,ICL,281014,IL0002810146,4.39724,39289,3048.00,3031.0000,No,1289017967,55.99,60.00,1289017967.00,773410780.20,1,21875,11/10/2022
DISCOUNT,DSCT,691212,IL0006912120,4.15799,22291,1802.00,1853.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,22922,11/10/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.66712,32766,73900.00,73480.0000,No,44337770,55.84,60.00,44337770.00,26602662.00,1,18192,11/10/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.54706,31701,12330.00,12690.0000,No,257107926,58.41,60.00,257038885.00,154223331.00,1,19057,11/10/2022
TOWER,TSEM,1082379,IL0010823792,3.12099,16778,15310.00,15150.0000,No,109589209,100.00,100.00,109285552.00,109285552.00,1,16603,11/10/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.10994,16672,29880.00,31190.0000,No,55797683,80.18,100.00,55797683.00,55797683.00,1,13954,11/10/2022
BEZEQ,BEZQ,230011,IL0002300114,2.50917,16815,608.00,605.0000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12246,11/10/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.02846,31070,25620.00,25490.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9314,11/10/2022
FIBI BANK,FIBI,593038,IL0005930388,1.61135,14397,14350.00,14700.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,7616,11/10/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.48648,9961,5625.00,5370.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,7214,11/10/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.47540,7910,4401.00,4488.0000,No,179722469,84.61,100.00,179722469.00,179722469.00,1,6825,11/10/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.40420,7528,741.10,764.9000,No,1015824459,98.38,100.00,1015775454.00,1015775454.00,1,7644,11/10/2022
PHOENIX,PHOE,767012,IL0007670123,1.38460,9279,3690.00,3698.0000,No,251465825,66.51,80.00,251451003.00,201160802.40,1,6185,11/10/2022
NOVA,NVMI,1084557,IL0010845571,1.36498,7318,25510.00,24670.0000,No,28685413,100.00,100.00,28685413.00,28685413.00,1,7077,11/10/2022
MELISRON,MLSR,323014,IL0003230146,1.35538,12110,25500.00,25770.0000,No,47491202,48.47,60.00,47491202.00,28494721.20,1,5932,11/10/2022
MIVNE,MVNE,226019,IL0002260193,1.29965,8709,1107.00,1132.0000,No,786741865,77.60,80.00,786741865.00,629393492.00,1,6911,11/10/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.27699,11410,148210.00,147040.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,5518,11/10/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.15676,10336,56300.00,57030.0000,No,18358187,48.07,60.00,18358080.00,11014848.00,1,5033,11/10/2022
AMOT,AMOT,1097278,IL0010972789,1.11426,9956,2119.00,2160.0000,No,469839877,45.72,60.00,469839877.00,281903926.20,1,4640,11/10/2022
SHUFERSAL,SAE,777037,IL0007770378,1.11001,5951,2240.00,2281.0000,No,265658112,99.82,100.00,265658112.00,265658112.00,1,6049,11/10/2022
BIG,BIG,1097260,IL0010972607,1.04406,9329,38930.00,38440.0000,No,23962720,47.37,60.00,23962720.00,14377632.00,1,4363,11/10/2022
ELECTRA,ELTR,739037,IL0007390375,0.88831,7937,206950.00,208220.0000,No,3835258,52.05,60.00,3835258.00,2301154.80,1,4157,11/10/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.87661,10443,2923.00,2935.0000,No,357280030,39.72,45.00,357280030.00,160776013.50,1,4165,11/10/2022
ENERGIX,ENRG,1123355,IL0011233553,0.84541,7554,1379.00,1413.0000,No,547790774,47.64,60.00,547767774.00,328660664.40,1,3687,11/10/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.83866,9993,8590.00,8533.0000,No,116336927,42.90,45.00,116312440.00,52340598.00,1,4259,11/10/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.83022,7418,5971.00,5975.0000,No,124233780,52.31,60.00,124233780.00,74540268.00,1,3883,11/10/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.82647,9846,838.80,824.8000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4337,11/10/2022
HAREL,HARL,585018,IL0005850180,0.80453,7181,3396.00,3345.0000,No,211429346,52.43,60.00,211673759.00,127004255.40,1,3708,11/10/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.77545,4157,39100.00,39910.0000,No,10632220,90.31,100.00,10632220.00,10632220.00,1,3832,11/10/2022
OPC ENERGY,OPCE,1141571,IL0011415713,0.74674,9425,4200.00,4218.0000,No,224413144,45.30,45.00,211813865.00,95316239.25,1,4288,11/10/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.73343,6553,1450.00,1487.0000,No,451946478,53.36,60.00,451946478.00,271167886.80,1,3586,11/10/2022
PARTNER,PTNR,1083484,IL0010834849,0.70570,4729,2543.00,2683.0000,No,185965217,73.19,80.00,185964271.00,148771416.80,1,3652,11/10/2022
REIT 1,RIT1,1098920,IL0010989205,0.68834,3690,1907.00,1950.0000,No,193507440,98.35,100.00,193507440.00,193507440.00,1,3711,11/10/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.68332,3663,8202.00,8196.0000,No,44662968,100.00,100.00,44662968.00,44662968.00,1,3661,11/10/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.66753,4473,6040.00,6342.0000,No,74060593,79.81,80.00,74060593.00,59248474.40,1,3749,11/10/2022
FORMULA,FORTY,256016,IL0002560162,0.63614,4263,27830.00,28840.0000,No,15317667,62.70,80.00,15317667.00,12254133.60,1,2770,11/10/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.63301,7541,7450.00,7581.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,2915,11/10/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.62890,5619,15850.00,16050.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2723,11/10/2022
HILAN,HLAN,1084698,IL0010846983,0.62058,4159,18150.00,18790.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2871,11/10/2022
BAZAN,ORL,2590248,IL0025902482,0.60386,4047,126.20,127.8000,No,3206514812,60.24,80.00,3206514812.00,2565211849.60,1,2469,11/10/2022
FOX,FOX,1087022,IL0010870223,0.59921,5354,39220.00,39840.0000,No,13651056,57.08,60.00,13651056.00,8190633.60,1,3104,11/10/2022
KENON,KEN,1134139,SG9999012629,0.59481,7086,13150.00,13040.0000,No,53887154,39.54,45.00,53887154.00,24249219.30,1,2778,11/10/2022
MEGA OR,MGOR,1104488,IL0011044885,0.56248,3769,10340.00,10260.0000,No,36453848,61.35,80.00,36453848.00,29163078.40,1,2295,11/10/2022
MATRIX,MTRX,445015,IL0004450156,0.52976,4733,7526.00,7760.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2504,11/10/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.51712,4701,4848.00,4945.0000,No,96975959,56.11,60.00,95305959.00,57183575.40,1,2691,11/10/2022
CAMTEK,CAMT,1095264,IL0010952641,0.50907,3411,7707.00,7820.0000,No,44263483,61.16,80.00,44263483.00,35410786.40,1,2117,11/10/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.48687,4350,638.70,651.2000,No,681099362,48.49,60.00,681099362.00,408659617.20,1,2151,11/10/2022
ISRAMCO     PU,ISRA,232017,IL0002320179,0.47625,3191,123.20,126.0000,No,2590457029,77.30,80.00,2590457029.00,2072365623.20,1,2523,11/10/2022
EQUITAL,EQTL,755017,IL0007550176,0.44606,3986,10970.00,10970.0000,No,36331037,50.01,60.00,36331037.00,21798622.20,1,1993,11/10/2022
FATTAL HOLD,FTAL,1143429,IL0011434292,0.43301,5159,32040.00,33390.0000,No,16100520,40.12,45.00,16100520.00,7245234.00,1,2157,11/10/2022
CELLCOM,CEL,1101534,IL0011015349,0.42834,2872,1743.00,1765.0000,No,164767611,63.66,80.00,164681069.00,131744855.20,1,1851,11/10/2022
ONE TECHNOLOGI,ONE,161018,IL0001610182,0.42702,3815,5335.00,5314.0000,No,71517100,59.14,60.00,71517100.00,42910260.00,1,2248,11/10/2022
SUMMIT,SMT,1081686,IL0010816861,0.42164,3767,5099.00,4975.0000,Yes,73884204,47.77,60.00,73884014.00,44330408.40,1,1756,11/10/2022
MIGDAL INSUR.,MGDL,1081165,IL0010811656,0.41242,4913,466.20,466.0000,No,1053908234,35.72,45.00,1053908234.00,474258705.30,1,1754,11/10/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.41207,2209,3226.00,3226.0000,No,68477385,82.75,100.00,68477385.00,68477385.00,1,1828,11/10/2022
RATIO      PU,RATI,394015,IL0003940157,0.41190,2760,245.60,243.0000,No,1123871146,77.48,80.00,1123871146.00,899096916.80,1,2116,11/10/2022
