Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 15/11/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,5.27339,35671,3212.00,3262.0000,No,1110552397,99.48,100.00,1110552397.00,1110552397.00,0.82395,36038,06/11/2022
POALIM,POLI,662577,IL0006625771,5.18554,44597,3336.00,3361.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.64806,42375,06/11/2022
LEUMI,LUMI,604611,IL0006046119,5.18328,51347,3326.00,3324.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.56262,51311,06/11/2022
NICE,NICE,273011,IL0002730112,4.91457,42433,66790.00,68900.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.64552,43773,06/11/2022
DISCOUNT,DSCT,691212,IL0006912120,4.56322,25433,2056.00,2092.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,25878,06/11/2022
ICL,ICL,281014,IL0002810146,4.07974,37899,2940.00,2825.0000,No,1289093724,55.99,60.00,1289017967.00,773410780.20,1,20390,06/11/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.67846,34175,13290.00,13520.0000,No,257146068,58.42,60.00,257107926.00,154264755.60,1,20310,06/11/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.42287,19077,34190.00,34200.0000,No,55797683,80.16,100.00,55797683.00,55797683.00,1,15297,06/11/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.13210,29099,65620.00,64240.0000,No,44344206,55.84,60.00,44337770.00,26602662.00,1,15907,06/11/2022
TOWER,TSEM,1082379,IL0010823792,2.86092,15945,14550.00,14660.0000,No,109589209,100.00,100.00,109589209.00,109589209.00,1,16066,06/11/2022
BEZEQ,BEZQ,230011,IL0002300114,2.41827,16848,609.20,611.9000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12385,06/11/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.07374,33023,27230.00,27390.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,10008,06/11/2022
FIBI BANK,FIBI,593038,IL0005930388,1.66009,15421,15370.00,15330.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,7943,06/11/2022
NOVA,NVMI,1084557,IL0010845571,1.60528,8978,31190.00,30500.0000,No,28784184,100.00,100.00,28685413.00,28685413.00,1,8779,06/11/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.56072,10873,6140.00,6010.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,8074,06/11/2022
MELISRON,MLSR,323014,IL0003230146,1.41056,13103,27590.00,28210.0000,No,47491202,48.47,60.00,47491202.00,28494721.20,1,6494,06/11/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.40915,7854,4370.00,4565.0000,No,179722469,84.61,100.00,179722469.00,179722469.00,1,6942,06/11/2022
PHOENIX,PHOE,767012,IL0007670123,1.40769,9845,3900.00,3938.0000,No,252434138,66.63,80.00,251465825.00,201172660.00,1,6624,06/11/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.33360,7433,731.70,757.7000,No,1015824459,98.38,100.00,1015824459.00,1015824459.00,1,7572,06/11/2022
MIVNE,MVNE,226019,IL0002260193,1.31785,9181,1167.00,1196.0000,No,786756568,77.60,80.00,786741865.00,629393492.00,1,7302,06/11/2022
AMOT,AMOT,1097278,IL0010972789,1.15322,10712,2280.00,2331.0000,No,469839877,45.72,60.00,469839877.00,281903926.20,1,5007,06/11/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.15281,10709,139100.00,134200.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,5037,06/11/2022
SHUFERSAL,SAE,777037,IL0007770378,1.10249,6145,2313.00,2300.0000,No,265658112,99.82,100.00,265658112.00,265658112.00,1,6099,06/11/2022
OPC ENERGY,OPCE,1141571,IL0011415713,1.05670,9816,4374.00,4305.0000,No,224415697,45.30,60.00,224413144.00,134647886.40,1,4376,06/11/2022
BIG,BIG,1097260,IL0010972607,1.01896,9465,39500.00,40300.0000,No,23962720,47.37,60.00,23962720.00,14377632.00,1,4575,06/11/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,0.94448,8775,47790.00,46190.0000,No,18362066,48.08,60.00,18358187.00,11014912.20,1,4078,06/11/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.92826,5174,48660.00,48250.0000,No,10632220,90.31,100.00,10632220.00,10632220.00,1,4633,06/11/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.90232,11176,3128.00,3160.0000,No,357287333,39.72,45.00,357280030.00,160776013.50,1,4484,06/11/2022
ELECTRA,ELTR,739037,IL0007390375,0.87943,8172,213000.00,209400.0000,No,3836463,52.06,60.00,3835258.00,2301154.80,1,4182,06/11/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.85758,10622,9130.00,9095.0000,No,116336927,42.90,45.00,116336927.00,52351617.15,1,4539,06/11/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.82050,7622,6135.00,6320.0000,No,124233780,52.31,60.00,124233780.00,74540268.00,1,4107,06/11/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.81022,10035,854.90,809.5000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4257,06/11/2022
HAREL,HARL,585018,IL0005850180,0.80119,7430,3520.00,3539.0000,No,211091531,52.36,60.00,211429346.00,126857607.60,1,3912,06/11/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.73223,6802,1505.00,1535.0000,No,451946478,53.36,60.00,451946478.00,271167886.80,1,3702,06/11/2022
ENERGIX,ENRG,1123355,IL0011233553,0.72830,6765,1235.00,1294.0000,No,547808952,47.64,60.00,547790774.00,328674464.40,1,3377,06/11/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.71080,3962,8870.00,9031.0000,No,44662968,100.00,100.00,44662968.00,44662968.00,1,4034,06/11/2022
PARTNER,PTNR,1083484,IL0010834849,0.68841,4796,2579.00,2527.0000,No,185965217,73.19,80.00,185965217.00,148772173.60,1,3439,06/11/2022
REIT 1,RIT1,1098920,IL0010989205,0.65897,3673,1898.00,1960.0000,No,193520738,98.35,100.00,193507440.00,193507440.00,1,3730,06/11/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.65080,8061,7963.00,8007.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,3079,06/11/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.64580,4499,6075.00,6130.0000,No,74060593,79.58,80.00,74060593.00,59248474.40,1,3613,06/11/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.63164,5867,16550.00,16490.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2797,06/11/2022
FOX,FOX,1087022,IL0010870223,0.62913,5844,42810.00,43210.0000,No,13651056,57.08,60.00,13651056.00,8190633.60,1,3367,06/11/2022
FORMULA,FORTY,256016,IL0002560162,0.61342,4274,27900.00,28000.0000,No,15317667,62.70,80.00,15317667.00,12254133.60,1,2689,06/11/2022
BAZAN,ORL,2590248,IL0025902482,0.60017,4181,130.40,130.0000,No,3206514812,68.67,80.00,3206514812.00,2565211849.60,1,2862,06/11/2022
KENON,KEN,1134139,SG9999012629,0.59737,7399,13730.00,13420.0000,No,53887154,39.54,45.00,53887154.00,24249219.30,1,2859,06/11/2022
HILAN,HLAN,1084698,IL0010846983,0.58870,4101,17900.00,18150.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2773,06/11/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.56640,3157,4610.00,4499.0000,No,68477385,82.75,100.00,68477385.00,68477385.00,1,2549,06/11/2022
MEGA OR,MGOR,1104488,IL0011044885,0.56197,3915,10740.00,11100.0000,No,36453848,61.35,80.00,36453848.00,29163078.40,1,2482,06/11/2022
CAMTEK,CAMT,1095264,IL0010952641,0.55758,3885,8776.00,8808.0000,No,44263483,60.99,80.00,44263483.00,35410786.40,1,2378,06/11/2022
MATRIX,MTRX,445015,IL0004450156,0.52852,4910,7806.00,7806.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2519,06/11/2022
FATTAL HOLD,FTAL,1143429,IL0011434292,0.48618,6027,37400.00,37800.0000,No,16115520,40.17,45.00,16100520.00,7245234.00,1,2447,06/11/2022
ISRAMCO     PU,ISRA,232017,IL0002320179,0.46553,3243,125.20,125.2000,No,2590457029,77.30,80.00,2590457029.00,2072365623.20,1,2507,06/11/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.45966,4270,4403.00,4662.0000,No,96975959,56.11,60.00,96975959.00,58185575.40,1,2537,06/11/2022
EQUITAL,EQTL,755017,IL0007550176,0.44743,4156,11440.00,11630.0000,No,36331037,50.01,60.00,36331037.00,21798622.20,1,2113,06/11/2022
RATIO      PU,RATI,394015,IL0003940157,0.42975,2994,266.40,255.8000,No,1123871146,77.31,80.00,1123871146.00,899096916.80,1,2223,06/11/2022
CELLCOM,CEL,1101534,IL0011015349,0.42098,2933,1780.00,1774.0000,No,164798745,63.67,80.00,164767611.00,131814088.80,1,1861,06/11/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.41955,3897,572.20,598.0000,No,681099362,48.46,60.00,681099362.00,408659617.20,1,1974,06/11/2022
TASE,TASE,1159029,IL0011590291,0.41181,2295,2277.00,2299.0000,No,100799078,80.16,100.00,100799078.00,100799078.00,1,1858,06/11/2022
DANEL,DANE,314013,IL0003140139,0.41080,2290,39470.00,40720.0000,No,5800850,94.97,100.00,5800850.00,5800850.00,1,2243,06/11/2022
SUMMIT,SMT,1081686,IL0010816861,0.39435,3663,4958.00,5192.0000,No,73884204,47.77,60.00,73884204.00,44330522.40,1,1832,06/11/2022
SAPIENS,SPNS,1087659,KYG7T16G1039,0.39278,3650,6620.00,6628.0000,No,55140210,55.43,60.00,55114995.00,33068997.00,1,2026,06/11/2022
ONE TECHNOLOGI,ONE,161018,IL0001610182,0.38495,3576,5000.00,4993.0000,No,71517100,59.14,60.00,71517100.00,42910260.00,1,2112,06/11/2022
NOFAR ENERGY,NOFR,1170877,IL0011708778,0.37636,3496,10390.00,10850.0000,No,33647857,46.45,60.00,33647857.00,20188714.20,1,1696,06/11/2022
ISRACARD,ISCD,1157403,IL0011574030,0.37437,2087,1042.00,1053.0000,No,200243046,99.99,100.00,200243046.00,200243046.00,1,2108,06/11/2022
MAYTRONICS,MTRN,1091065,IL0010910656,0.37433,4637,4240.00,4200.0000,No,109360283,43.76,45.00,109346308.00,49205838.60,1,2010,06/11/2022
RAMI LEVI,RMLI,1104249,IL0011042491,0.36496,3390,24610.00,24650.0000,No,13775583,59.68,60.00,13775583.00,8265349.80,1,2027,06/11/2022
DELTA GALIL,DELG,627034,IL0006270347,0.35796,4434,17260.00,17200.0000,No,25686931,42.38,45.00,25686931.00,11559118.95,1,1872,06/11/2022
MIGDAL INSUR.,MGDL,1081165,IL0010811656,0.35407,4385,416.10,418.0000,No,1053908234,35.72,45.00,1053908234.00,474258705.30,1,1574,06/11/2022
SELLA REAL EST,SLARL,1109644,IL0011096448,0.35370,1971,908.10,927.6000,No,217085719,97.03,100.00,217085719.00,217085719.00,1,1954,06/11/2022
DIMRI,DIMRI,1090315,IL0010903156,0.34892,4322,23100.00,24160.0000,No,18707871,36.39,45.00,18707871.00,8418541.95,1,1645,06/11/2022
ELCO,ELCO,694034,IL0006940345,0.32885,5237,19250.00,19890.0000,No,27203291,34.11,35.00,27203291.00,9521151.85,1,1846,06/11/2022
INROM CONST,INRM,1132356,IL0011323560,0.32208,1795,1435.00,1432.0000,No,125100019,87.00,100.00,125095248.00,125095248.00,1,1559,06/11/2022
AUDIOCODES,AUDC,1082965,IL0010829658,0.31623,2184,6964.00,7069.0000,No,31363074,78.30,80.00,31636298.00,25309038.40,1,1736,06/11/2022
MAGIC,MGIC,1082312,IL0010823123,0.30753,2857,5819.00,5878.0000,No,49093055,53.29,60.00,49093055.00,29455833.00,1,1538,06/11/2022
RADA,RADA,1082650,IL0010826506,0.29893,1666,3351.00,3288.0000,No,49718045,100.00,100.00,49718045.00,49718045.00,1,1635,06/11/2022
MENORA MIV HLD,MMHD,566018,IL0005660183,0.28889,4598,7430.00,7522.0000,No,61883010,33.97,35.00,61915090.00,21670281.50,1,1581,06/11/2022
GENERATION CAP,GNRS,1156926,IL0011569261,0.27008,1505,119.00,120.4000,No,1264955610,98.90,100.00,1264955610.00,1264955610.00,1,1506,06/11/2022
TADIRAN GROUP,TDRN,258012,IL0002580129,0.26967,3340,38900.00,39870.0000,No,8586001,35.51,45.00,8586001.00,3863700.45,1,1216,06/11/2022
NETO MALINDA,NTML,1105097,IL0011050973,0.26878,2497,11960.00,12000.0000,No,20875754,48.48,60.00,20875754.00,12525452.40,1,1214,06/11/2022
ELECTRA CO  PR,ECP,5010129,IL0050101299,0.26192,2433,11220.00,11680.0000,No,21681977,51.51,60.00,21684210.00,13010526.00,1,1304,06/11/2022
NAVITAS PTRO PU,NVPT,1141969,IL0011419699,0.26071,1817,1940.00,1895.0000,No,93666230,74.97,80.00,93625393.00,74900314.40,1,1331,06/11/2022
ISRAEL CANADA,ISCN,434019,IL0004340191,0.25163,3117,1030.00,1111.0000,No,302584219,42.90,45.00,302584219.00,136162898.55,1,1442,06/11/2022
ARAD INVESTMENT,ARAD,731018,IL0007310183,0.24601,3047,44800.00,45000.0000,No,6801362,37.22,45.00,6801362.00,3060612.90,1,1139,06/11/2022
DIRECT FINANCE,DIFI,1168186,IL0011681868,0.24348,2262,76490.00,75970.0000,No,2956844,49.23,60.00,2956844.00,1774106.40,1,1106,06/11/2022
INFINYA,INFN,632018,IL0006320183,0.24154,2244,34600.00,34770.0000,No,6484411,55.20,60.00,6484639.00,3890783.40,1,1245,06/11/2022
VERIDIS,VRDS,1176387,IL0011763872,0.23818,2950,2783.00,2966.0000,No,106000000,37.32,45.00,106000000.00,47700000.00,1,1173,06/11/2022
BLUE SQ REAL ES,BLSR,1098565,IL0010985658,0.23669,2931,24030.00,24310.0000,No,12199163,41.94,45.00,12199163.00,5489623.35,1,1244,06/11/2022
RETAILORS,RTLS,1175488,IL0011754889,0.22767,3625,7484.00,7761.0000,No,48442922,30.41,35.00,48442922.00,16955022.70,1,1143,06/11/2022
MENIVIM REIT,MNRT,1140573,IL0011405730,0.22680,1264,183.20,192.5000,No,689983944,99.44,100.00,689983944.00,689983944.00,1,1321,06/11/2022
LAND DEV,ILDC,612010,IL0006120104,0.22265,2068,5450.00,5500.0000,No,37949827,46.40,60.00,37949827.00,22769896.20,1,968,06/11/2022
ISSTA,ISTA,1081074,IL0010810740,0.22010,1533,9715.00,9738.0000,No,15783843,61.22,80.00,15783843.00,12627074.40,1,941,06/11/2022
ACRO KVUT,ACRO,1184902,IL0011849028,0.21756,2695,4710.00,4948.0000,No,57209000,36.85,45.00,57209000.00,25744050.00,1,1043,06/11/2022
AFRICA RESIDENC,AFRE,1097948,IL0010979487,0.21356,1984,15690.00,16520.0000,No,12643536,49.12,60.00,12643536.00,7586121.60,1,1026,06/11/2022
ARGO PROP.,ARGO,1175371,NL0015000D84,0.21082,1469,8114.00,8550.0000,No,18101534,63.44,80.00,18101534.00,14481227.20,1,982,06/11/2022
ELECTRA REAL E.,ELCRE,1094044,IL0010940448,0.20841,2581,4553.00,4750.0000,No,56694691,40.09,45.00,56694691.00,25512610.95,1,1080,06/11/2022
GILAT,GILT,1082510,IL0010825102,0.20760,1157,2044.00,2091.0000,No,56608016,90.17,100.00,56608016.00,56608016.00,1,1067,06/11/2022
DORAL ENERGY,DORL,1166768,IL0011667685,0.19764,1836,1033.00,1086.0000,No,177722867,48.92,60.00,177722867.00,106633720.20,1,944,06/11/2022
SCOPE,SCOP,288019,IL0002880198,0.19705,1830,14940.00,14870.0000,No,12251872,57.59,60.00,12251872.00,7351123.20,1,1049,06/11/2022
G CITY,GCT,126011,IL0001260111,0.19349,1797,1079.00,1376.0000,No,166573393,48.32,60.00,166573393.00,99944035.80,1,1108,06/11/2022
YOCHANANOF,YHNF,1161264,IL0011612640,0.18342,2921,20160.00,20440.0000,No,14487860,32.07,35.00,14487860.00,5070751.00,1,950,06/11/2022
MEDITR TOWER,MDTR,1131523,IL0011315236,0.16190,1504,1000.00,998.7000,No,150393415,50.88,60.00,150393415.00,90236049.00,1,764,06/11/2022
AURA,AURA,373019,IL0003730194,0.16023,1488,580.30,620.9000,No,256484210,48.29,60.00,256484210.00,153890526.00,1,769,06/11/2022
IES,IES,431015,IL0004310152,0.15965,1483,25480.00,26200.0000,No,5820368,48.43,60.00,5820368.00,3492220.80,1,739,06/11/2022
AZORIM,AZRM,715011,IL0007150118,0.15947,2539,1205.00,1264.0000,No,210740327,33.97,35.00,210740327.00,73759114.45,1,905,06/11/2022
ISRAS,ISRS,613034,IL0006130343,0.15671,3494,64650.00,65300.0000,No,5403896,29.99,25.00,5403896.00,1350974.00,1,1058,06/11/2022
