Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 09/11/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
LEUMI,LUMI,604611,IL0006046119,5.41593,52983,3432.00,3434.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.56262,53009,06/11/2022
TEVA,TEVA,629014,IL0006290147,5.38645,35982,3240.00,3287.0000,No,1110552397,99.48,100.00,1110552397.00,1110552397.00,0.82395,36314,06/11/2022
POALIM,POLI,662577,IL0006625771,5.37530,45653,3415.00,3430.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.64806,43244,06/11/2022
DISCOUNT,DSCT,691212,IL0006912120,4.65449,25619,2071.00,2070.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,25606,06/11/2022
NICE,NICE,273011,IL0002730112,4.52205,38557,60690.00,59710.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.64552,37935,06/11/2022
ICL,ICL,281014,IL0002810146,4.31106,39549,3068.00,2959.0000,No,1289093724,55.99,60.00,1289017967.00,773410780.20,1,21357,06/11/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.70804,34020,13230.00,13230.0000,No,257146068,58.42,60.00,257107926.00,154264755.60,1,19875,06/11/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.57755,19691,35290.00,35410.0000,No,55797683,80.18,100.00,55797683.00,55797683.00,1,15842,06/11/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.34174,30660,69140.00,69300.0000,No,44344206,55.84,60.00,44337770.00,26602662.00,1,17160,06/11/2022
TOWER,TSEM,1082379,IL0010823792,2.82732,15562,14200.00,14210.0000,No,109589209,100.00,100.00,109589209.00,109589209.00,1,15573,06/11/2022
BEZEQ,BEZQ,230011,IL0002300114,2.54083,17481,632.10,630.0000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12752,06/11/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.93949,30500,25150.00,25300.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9244,06/11/2022
FIBI BANK,FIBI,593038,IL0005930388,1.68759,15481,15430.00,15430.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,7994,06/11/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.64218,11298,6380.00,6099.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,8193,06/11/2022
NOVA,NVMI,1084557,IL0010845571,1.58331,8745,30380.00,29580.0000,No,28784184,100.00,100.00,28685413.00,28685413.00,1,8514,06/11/2022
PHOENIX,PHOE,767012,IL0007670123,1.35710,9373,3713.00,3700.0000,No,252434138,66.63,80.00,251465825.00,201172660.00,1,6223,06/11/2022
MELISRON,MLSR,323014,IL0003230146,1.33516,12248,25790.00,26000.0000,No,47491202,48.47,60.00,47491202.00,28494721.20,1,5985,06/11/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.32514,7294,718.00,749.0000,No,1015824459,98.38,100.00,1015824459.00,1015824459.00,1,7485,06/11/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.32179,7275,4048.00,4180.0000,No,179722469,84.61,100.00,179722469.00,179722469.00,1,6356,06/11/2022
MIVNE,MVNE,226019,IL0002260193,1.26587,8709,1107.00,1118.0000,No,786756568,77.60,80.00,786741865.00,629393492.00,1,6826,06/11/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.23365,11317,147000.00,140000.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,5254,06/11/2022
SHUFERSAL,SAE,777037,IL0007770378,1.18638,6530,2458.00,2436.0000,No,265658112,99.82,100.00,265658112.00,265658112.00,1,6460,06/11/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.15872,10632,57900.00,52750.0000,No,18361957,48.08,60.00,18358187.00,11014912.20,1,4657,06/11/2022
AMOT,AMOT,1097278,IL0010972789,1.08581,9961,2120.00,2150.0000,No,469839877,45.72,60.00,469839877.00,281903926.20,1,4618,06/11/2022
OPC ENERGY,OPCE,1141571,IL0011415713,1.03921,9533,4248.00,4344.0000,No,224415697,45.30,60.00,224413144.00,134647886.40,1,4416,06/11/2022
BIG,BIG,1097260,IL0010972607,0.96912,8890,37100.00,36400.0000,No,23962720,47.37,60.00,23962720.00,14377632.00,1,4132,06/11/2022
ELECTRA,ELTR,739037,IL0007390375,0.86456,7933,206790.00,203000.0000,No,3836463,52.06,60.00,3835258.00,2301154.80,1,4054,06/11/2022
