Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 23/11/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,5.36878,35316,3180.00,2969.0000,No,1110552397,99.47,100.00,1110552397.00,1110552397.00,0.82395,32798,06/11/2022
POALIM,POLI,662577,IL0006625771,5.12627,42872,3207.00,3245.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.64806,40912,06/11/2022
NICE,NICE,273011,IL0002730112,5.08863,42725,67250.00,66900.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.64552,42503,06/11/2022
LEUMI,LUMI,604611,IL0006046119,5.07693,48908,3168.00,3232.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.56262,49891,06/11/2022
DISCOUNT,DSCT,691212,IL0006912120,4.53047,24555,1985.00,2024.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,25037,06/11/2022
ICL,ICL,281014,IL0002810146,4.05406,36623,2841.00,2821.0000,No,1289093724,55.99,60.00,1289017967.00,773410780.20,1,20361,06/11/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.68307,33275,12940.00,13200.0000,No,257148669,58.42,60.00,257107926.00,154264755.60,1,19830,06/11/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.20759,28979,65350.00,65000.0000,No,44344206,55.84,60.00,44337770.00,26602662.00,1,16095,06/11/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.20173,17431,31100.00,30700.0000,No,56047732,80.25,100.00,55797683.00,55797683.00,1,13808,06/11/2022
TOWER,TSEM,1082379,IL0010823792,3.02084,16373,14940.00,15150.0000,No,109589209,100.00,100.00,109589209.00,109589209.00,1,16603,06/11/2022
BEZEQ,BEZQ,230011,IL0002300114,2.56517,17379,628.40,636.5000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12883,06/11/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.02990,31434,25920.00,23620.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,8631,06/11/2022
FIBI BANK,FIBI,593038,IL0005930388,1.63493,14769,14720.00,15020.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,7782,06/11/2022
NOVA,NVMI,1084557,IL0010845571,1.56661,8520,29600.00,29830.0000,No,28784184,100.00,100.00,28685413.00,28685413.00,1,8586,06/11/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.54639,10477,5916.00,5911.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,7941,06/11/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.43615,7784,4331.00,4001.0000,No,179722469,84.61,100.00,179722469.00,179722469.00,1,6084,06/11/2022
PHOENIX,PHOE,767012,IL0007670123,1.40304,9542,3780.00,3879.0000,No,252434138,66.63,80.00,251465825.00,201172660.00,1,6524,06/11/2022
MELISRON,MLSR,323014,IL0003230146,1.38007,12466,26250.00,25490.0000,No,47491202,48.47,60.00,47491202.00,28494721.20,1,5868,06/11/2022
MIVNE,MVNE,226019,IL0002260193,1.36681,9260,1177.00,1150.0000,No,786756568,77.60,80.00,786741865.00,629393492.00,1,7021,06/11/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.36071,7375,726.00,724.0000,No,1015824459,98.38,100.00,1015824459.00,1015824459.00,1,7235,06/11/2022
AMOT,AMOT,1097278,IL0010972789,1.18953,10745,2287.00,2210.0000,No,469839877,45.72,60.00,469839877.00,281903926.20,1,4747,06/11/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.15266,10412,135250.00,136500.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,5123,06/11/2022
SHUFERSAL,SAE,777037,IL0007770378,1.09402,5929,2232.00,2255.0000,No,265658112,99.82,100.00,265658112.00,265658112.00,1,5980,06/11/2022
OPC ENERGY,OPCE,1141571,IL0011415713,1.05062,9491,4229.00,4169.0000,No,224415697,45.30,60.00,224413144.00,134647886.40,1,4238,06/11/2022
BIG,BIG,1097260,IL0010972607,1.03165,9319,38890.00,38980.0000,No,23962720,47.37,60.00,23962720.00,14377632.00,1,4425,06/11/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.93142,5048,47480.00,46900.0000,No,10632220,90.31,100.00,10632220.00,10632220.00,1,4503,06/11/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,0.91962,8309,45250.00,45100.0000,No,18362066,48.08,60.00,18358187.00,11014912.20,1,3982,06/11/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.86352,10401,2911.00,2850.0000,No,357287333,39.72,45.00,357280030.00,160776013.50,1,4045,06/11/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.85619,10312,8864.00,8860.0000,No,116336927,42.90,45.00,116336927.00,52351617.15,1,4422,06/11/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.85269,7702,6200.00,6050.0000,No,124233780,52.31,60.00,124233780.00,74540268.00,1,3932,06/11/2022
ELECTRA,ELTR,739037,IL0007390375,0.83641,7558,197000.00,197770.0000,No,3836463,52.06,60.00,3835258.00,2301154.80,1,3950,06/11/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.80520,9698,826.20,825.8000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4343,06/11/2022
HAREL,HARL,585018,IL0005850180,0.78293,7061,3345.00,3411.0000,No,211091531,52.36,60.00,211429346.00,126857607.60,1,3770,06/11/2022
ENERGIX,ENRG,1123355,IL0011233553,0.75196,6793,1240.00,1226.0000,No,547808952,47.64,60.00,547790774.00,328674464.40,1,3200,06/11/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.74165,4020,9000.00,9122.0000,No,44662968,100.00,100.00,44662968.00,44662968.00,1,4074,06/11/2022
PARTNER,PTNR,1083484,IL0010834849,0.73701,4993,2685.00,2699.0000,No,185965217,73.19,80.00,185965217.00,148772173.60,1,3674,06/11/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.71095,6422,1421.00,1390.0000,No,451946478,53.36,60.00,451946478.00,271167886.80,1,3352,06/11/2022
REIT 1,RIT1,1098920,IL0010989205,0.67300,3648,1885.00,1841.0000,No,193520738,98.35,100.00,193507440.00,193507440.00,1,3504,06/11/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.62840,7569,7477.00,6950.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,2673,06/11/2022
FORMULA,FORTY,256016,IL0002560162,0.62787,4254,27770.00,26710.0000,No,15317667,62.70,80.00,15317667.00,12254133.60,1,2565,06/11/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.62671,4246,5733.00,5832.0000,No,74060593,79.58,80.00,74060593.00,59248474.40,1,3437,06/11/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.61814,5584,15750.00,15870.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2692,06/11/2022
BAZAN,ORL,2590248,IL0025902482,0.59115,4005,124.90,125.9000,No,3206514812,68.67,80.00,3206514812.00,2565211849.60,1,2772,06/11/2022
KENON,KEN,1134139,SG9999012629,0.58074,6995,12980.00,12960.0000,No,53887154,39.54,45.00,53887154.00,24249219.30,1,2761,06/11/2022
MEGA OR,MGOR,1104488,IL0011044885,0.56175,3806,10440.00,10510.0000,No,36453848,61.35,80.00,36453848.00,29163078.40,1,2351,06/11/2022
FOX,FOX,1087022,IL0010870223,0.55341,4999,36620.00,37090.0000,No,13651056,57.08,60.00,13651056.00,8190633.60,1,2890,06/11/2022
HILAN,HLAN,1084698,IL0010846983,0.54518,3694,16120.00,15930.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2434,06/11/2022
MATRIX,MTRX,445015,IL0004450156,0.53180,4804,7638.00,7455.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2406,06/11/2022
CAMTEK,CAMT,1095264,IL0010952641,0.52797,3577,8081.00,8205.0000,No,44263483,60.99,80.00,44263483.00,35410786.40,1,2215,06/11/2022
ISRAMCO     PU,ISRA,232017,IL0002320179,0.48942,3316,128.00,130.2000,No,2590457029,77.30,80.00,2590457029.00,2072365623.20,1,2607,06/11/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.48825,4410,4548.00,4376.0000,No,96975959,56.11,60.00,96975959.00,58185575.40,1,2381,06/11/2022
FATTAL HOLD,FTAL,1143429,IL0011434292,0.48124,5802,36000.00,36780.0000,No,16115520,40.17,45.00,16100520.00,7245234.00,1,2381,06/11/2022
CELLCOM,CEL,1101534,IL0011015349,0.46428,3146,1909.00,1901.0000,No,164798745,63.67,80.00,164767611.00,131814088.80,1,1995,06/11/2022
EQUITAL,EQTL,755017,IL0007550176,0.46333,4185,11520.00,11360.0000,No,36331037,50.01,60.00,36331037.00,21798622.20,1,2064,06/11/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.45926,2489,3635.00,3649.0000,No,68477385,82.75,100.00,68477385.00,68477385.00,1,2068,06/11/2022
TASE,TASE,1159029,IL0011590291,0.43705,2369,2350.00,2330.0000,No,100799078,80.16,100.00,100799078.00,100799078.00,1,1883,06/11/2022
SUMMIT,SMT,1081686,IL0010816861,0.40675,3674,4973.00,4841.0000,No,73884204,47.77,60.00,73884204.00,44330522.40,1,1709,06/11/2022
