Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 10/11/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,5.48106,36504,3287.00,3282.0000,No,1110552397,99.48,100.00,1110552397.00,1110552397.00,0.82395,36259,06/11/2022
LEUMI,LUMI,604611,IL0006046119,5.43542,53014,3434.00,3470.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.56262,53565,06/11/2022
POALIM,POLI,662577,IL0006625771,5.41518,45854,3430.00,3470.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.64806,43749,06/11/2022
DISCOUNT,DSCT,691212,IL0006912120,4.66626,25606,2070.00,2116.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,26175,06/11/2022
NICE,NICE,273011,IL0002730112,4.46244,37935,59710.00,70800.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.64552,44980,06/11/2022
ICL,ICL,281014,IL0002810146,4.17043,38144,2959.00,3007.0000,No,1289093724,55.99,60.00,1289017967.00,773410780.20,1,21703,06/11/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.71922,34020,13230.00,13580.0000,No,257146068,58.42,60.00,257107926.00,154264755.60,1,20401,06/11/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.60054,19758,35410.00,34790.0000,No,55797683,80.18,100.00,55797683.00,55797683.00,1,15565,06/11/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.35957,30731,69300.00,68990.0000,No,44344206,55.84,60.00,44337770.00,26602662.00,1,17083,06/11/2022
TOWER,TSEM,1082379,IL0010823792,2.83783,15573,14210.00,14230.0000,No,109589209,100.00,100.00,109589209.00,109589209.00,1,15595,06/11/2022
BEZEQ,BEZQ,230011,IL0002300114,2.54002,17423,630.00,634.0000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12833,06/11/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.95694,30682,25300.00,26270.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9599,06/11/2022
FIBI BANK,FIBI,593038,IL0005930388,1.69267,15481,15430.00,15710.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,8139,06/11/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.57459,10801,6099.00,6187.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,8312,06/11/2022
NOVA,NVMI,1084557,IL0010845571,1.54627,8514,29580.00,30760.0000,No,28784184,100.00,100.00,28685413.00,28685413.00,1,8854,06/11/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.38652,7609,749.00,742.2000,No,1015824459,98.38,100.00,1015824459.00,1015824459.00,1,7417,06/11/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.36900,7512,4180.00,4361.0000,No,179722469,84.61,100.00,179722469.00,179722469.00,1,6631,06/11/2022
PHOENIX,PHOE,767012,IL0007670123,1.35643,9340,3700.00,3801.0000,No,252434138,66.63,80.00,251465825.00,201172660.00,1,6393,06/11/2022
MELISRON,MLSR,323014,IL0003230146,1.35009,12348,26000.00,27290.0000,No,47491202,48.47,60.00,47491202.00,28494721.20,1,6282,06/11/2022
MIVNE,MVNE,226019,IL0002260193,1.28230,8796,1118.00,1190.0000,No,786756568,77.60,80.00,786741865.00,629393492.00,1,7265,06/11/2022
SHUFERSAL,SAE,777037,IL0007770378,1.17930,6471,2436.00,2338.0000,No,265658112,99.82,100.00,265658112.00,265658112.00,1,6200,06/11/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.17844,10778,140000.00,143700.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,5393,06/11/2022
AMOT,AMOT,1097278,IL0010972789,1.10450,10102,2150.00,2291.0000,No,469839877,45.72,60.00,469839877.00,281903926.20,1,4921,06/11/2022
OPC ENERGY,OPCE,1141571,IL0011415713,1.06590,9749,4344.00,4432.0000,No,224415697,45.30,60.00,224413144.00,134647886.40,1,4506,06/11/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.05884,9686,52750.00,50070.0000,No,18361957,48.08,60.00,18358187.00,11014912.20,1,4420,06/11/2022
BIG,BIG,1097260,IL0010972607,0.95370,8722,36400.00,39300.0000,No,23962720,47.37,60.00,23962720.00,14377632.00,1,4461,06/11/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.88013,10733,3004.00,3126.0000,No,357287333,39.72,45.00,357280030.00,160776013.50,1,4436,06/11/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.85308,10403,8942.00,9087.0000,No,116336927,42.90,45.00,116336927.00,52351617.15,1,4535,06/11/2022
ELECTRA,ELTR,739037,IL0007390375,0.85127,7788,203000.00,209910.0000,No,3836463,52.06,60.00,3835258.00,2301154.80,1,4192,06/11/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.83527,4584,43110.00,46990.0000,No,10632220,90.31,100.00,10632220.00,10632220.00,1,4512,06/11/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.81531,9942,847.00,850.0000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4470,06/11/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.78785,7206,5800.00,6143.0000,No,124233780,52.31,60.00,124233780.00,74540268.00,1,3992,06/11/2022
HAREL,HARL,585018,IL0005850180,0.78045,7126,3376.00,3470.0000,No,211091531,52.36,60.00,211429346.00,126857607.60,1,3835,06/11/2022
ENERGIX,ENRG,1123355,IL0011233553,0.76426,6990,1276.00,1256.0000,No,547808952,47.64,60.00,547790774.00,328674464.40,1,3278,06/11/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.68144,6232,1379.00,1420.0000,No,451946478,53.36,60.00,451946478.00,271167886.80,1,3424,06/11/2022
PARTNER,PTNR,1083484,IL0010834849,0.66720,4577,2461.00,2549.0000,No,185965217,73.19,80.00,185965217.00,148772173.60,1,3469,06/11/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.64543,3542,7930.00,8360.0000,No,44662968,100.00,100.00,44662968.00,44662968.00,1,3734,06/11/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.64285,4410,5954.00,6250.0000,No,74060593,79.58,80.00,74060593.00,59248474.40,1,3684,06/11/2022
FOX,FOX,1087022,IL0010870223,0.63883,5843,42800.00,43760.0000,No,13651056,57.08,60.00,13651056.00,8190633.60,1,3410,06/11/2022
REIT 1,RIT1,1098920,IL0010989205,0.63298,3474,1795.00,1868.0000,No,193520738,98.35,100.00,193507440.00,193507440.00,1,3555,06/11/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.63069,5768,16270.00,16510.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2801,06/11/2022
BAZAN,ORL,2590248,IL0025902482,0.62500,4287,133.70,136.0000,No,3206514812,68.67,80.00,3206514812.00,2565211849.60,1,2995,06/11/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.61343,7481,7390.00,7805.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,3001,06/11/2022
FORMULA,FORTY,256016,IL0002560162,0.59691,4094,26730.00,27400.0000,No,15317667,62.70,80.00,15317667.00,12254133.60,1,2632,06/11/2022
HILAN,HLAN,1084698,IL0010846983,0.59324,4069,17760.00,18250.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2789,06/11/2022
KENON,KEN,1134139,SG9999012629,0.59082,7205,13370.00,13850.0000,No,53887154,39.54,45.00,53887154.00,24249219.30,1,2951,06/11/2022
