Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 28/06/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
NICE,NICE,273011,IL0002730112,5.38115,44167,69520.00,69830.0000,No,63531636,100.00,100.00,63476860.00,63476860.00,0.65483,44364,06/06/2022
TEVA,TEVA,629014,IL0006290147,5.31164,29868,2690.00,2831.0000,No,1110352397,99.48,100.00,1110352397.00,1110352397.00,0.95498,31271,06/06/2022
POALIM,POLI,662577,IL0006625771,4.92420,39290,2939.00,3005.0000,No,1336837006,92.03,100.00,1336485845.00,1336485845.00,0.67321,36970,06/06/2022
LEUMI,LUMI,604611,IL0006046119,4.79397,47981,3108.00,3157.0000,No,1543805097,99.99,100.00,1452896006.00,1452896006.00,0.57011,48733,06/06/2022
ICL,ICL,281014,IL0002810146,4.26965,41189,3200.00,3300.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,0.92777,23753,06/06/2022
DISCOUNT,DSCT,691212,IL0006912120,4.21316,22625,1829.00,1866.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,23083,06/06/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.53225,31614,71320.00,73390.0000,No,44326891,55.83,60.00,44326891.00,26596134.60,1,18162,06/06/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.27093,29275,11410.00,11620.0000,No,256576199,58.32,60.00,256574035.00,153944421.00,1,17388,06/06/2022
TOWER,TSEM,1082379,IL0010823792,3.23981,17398,15950.00,16010.0000,No,109078276,100.00,100.00,109078276.00,109078276.00,1,17463,06/06/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.59715,13947,24880.00,25220.0000,No,56056350,80.27,100.00,56056350.00,56056350.00,1,11348,06/06/2022
BEZEQ,BEZQ,230011,IL0002300114,2.22065,14906,539.00,530.5000,No,2765543598,73.19,80.00,2765540626.00,2212432500.80,1,10738,06/06/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.02345,31046,25600.00,25150.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9190,06/06/2022
NOVA,NVMI,1084557,IL0010845571,1.72222,9248,32250.00,33010.0000,No,28677310,100.00,100.00,28677310.00,28677310.00,1,9466,06/06/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.47803,7937,4551.00,4500.0000,No,174403669,84.61,100.00,174403669.00,174403669.00,1,6640,06/06/2022
FIBI BANK,FIBI,593038,IL0005930388,1.45281,13003,12960.00,13100.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,6787,06/06/2022
PHOENIX,PHOE,767012,IL0007670123,1.37404,9223,3670.00,3583.0000,No,251316365,64.15,80.00,251316365.00,201053092.00,1,5776,06/06/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.34391,12028,156240.00,160100.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,6009,06/06/2022
MIVNE,MVNE,226019,IL0002260193,1.27923,8587,1069.00,1071.0000,No,803266889,76.01,80.00,803266889.00,642613511.20,1,6539,06/06/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.27688,8571,4840.00,4901.0000,No,177089406,73.06,80.00,177089406.00,141671524.80,1,6341,06/06/2022
MELISRON,MLSR,323014,IL0003230146,1.27459,11408,24030.00,23520.0000,No,47474009,48.45,60.00,47472672.00,28483603.20,1,5410,06/06/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.22278,6566,686.40,695.6000,No,956647701,98.28,100.00,956639988.00,956639988.00,1,6540,06/06/2022
SHUFERSAL,SAE,777037,IL0007770378,1.20727,6485,2441.00,2445.0000,No,265654749,99.82,100.00,265592983.00,265592983.00,1,6484,06/06/2022
AMOT,AMOT,1097278,IL0010972789,1.09084,10056,2141.00,2120.0000,No,469678860,45.70,60.00,456006660.00,273603996.00,1,4550,06/06/2022
BIG,BIG,1097260,IL0010972607,1.01811,9112,43040.00,43840.0000,No,21171837,49.89,60.00,21171436.00,12702861.60,1,4631,06/06/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.92060,6180,907.30,908.0000,No,681099362,48.70,80.00,681099362.00,544879489.60,1,3012,06/06/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.89754,4820,6508.00,6430.0000,No,74060593,79.91,100.00,74060593.00,74060593.00,1,3805,06/06/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.87628,10457,2927.00,2912.0000,No,357261237,39.72,45.00,357261237.00,160767556.65,1,4132,06/06/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.87058,7776,6259.00,6075.0000,No,124233780,52.31,60.00,124488481.00,74693088.60,1,3948,06/06/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,0.85594,7664,41890.00,44590.0000,No,18296315,48.07,60.00,18287793.00,10972675.80,1,3922,06/06/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.85012,10145,8724.00,8558.0000,No,116286668,42.88,45.00,116286668.00,52329000.60,1,4267,06/06/2022
ELECTRA,ELTR,739037,IL0007390375,0.83708,7520,196050.00,195070.0000,No,3835966,52.06,60.00,3821429.00,2292857.40,1,3896,06/06/2022
HAREL,HARL,585018,IL0005850180,0.83459,7456,3512.00,3498.0000,No,212277073,52.76,60.00,212689565.00,127613739.00,1,3918,06/06/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.81642,9743,830.00,858.5000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4515,06/06/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.80681,4333,40750.00,40100.0000,No,10632220,86.69,100.00,10632220.00,10632220.00,1,3696,06/06/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.76509,6548,1515.00,1521.0000,No,432397710,53.51,60.00,451986312.00,271191787.20,1,3519,20/06/2022
FORMULA,FORTY,256016,IL0002560162,0.75075,5039,32950.00,32870.0000,No,15294267,62.64,80.00,15294267.00,12235413.60,1,3149,06/06/2022
PARTNER,PTNR,1083484,IL0010834849,0.71636,4808,2597.00,2541.0000,No,185140523,73.07,80.00,185160877.00,148128701.60,1,3438,06/06/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.69864,3666,5354.00,5380.0000,No,68477385,82.75,100.00,70073746.00,70073746.00,1,3049,06/06/2022
KENON,KEN,1134139,SG9999012629,0.67099,8007,14860.00,14490.0000,No,53884436,39.54,45.00,53884436.00,24247996.20,1,3087,06/06/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.64653,7715,7622.00,7790.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,2996,06/06/2022
HILAN,HLAN,1084698,IL0010846983,0.63831,4285,18700.00,19150.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2926,06/06/2022
REIT 1,RIT1,1098920,IL0010989205,0.63782,3426,1851.00,1860.0000,No,185079891,98.43,100.00,185042590.00,185042590.00,1,3388,06/06/2022
FOX,FOX,1087022,IL0010870223,0.63393,5692,41700.00,42410.0000,No,13651056,57.08,60.00,13606183.00,8163709.80,1,3305,06/06/2022
OPC ENERGY,OPCE,1141571,IL0011415713,0.61557,7346,3632.00,3600.0000,No,202270697,41.24,45.00,202255647.00,91015041.15,1,3003,06/06/2022
BAZAN,ORL,2590248,IL0025902482,0.61463,4126,128.70,126.9000,No,3205713154,60.55,80.00,3205713154.00,2564570523.20,1,2463,06/06/2022
MEGA OR,MGOR,1104488,IL0011044885,0.58350,3917,10750.00,10820.0000,No,36435333,61.33,80.00,36435333.00,29148266.40,1,2418,06/06/2022
MATRIX,MTRX,445015,IL0004450156,0.58256,5214,8290.00,8269.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2668,06/06/2022
CAMTEK,CAMT,1095264,IL0010952641,0.57952,3890,8872.00,9061.0000,No,43846643,60.89,80.00,43846643.00,35077314.40,1,2419,06/06/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.57674,5162,14560.00,14470.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2455,06/06/2022
SAPIENS,SPNS,1087659,KYG7T16G1039,0.52829,4728,8580.00,8600.0000,No,55107335,55.41,60.00,55107335.00,33064401.00,1,2626,06/06/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.51776,2780,6363.00,6528.0000,No,43696723,100.00,100.00,43696723.00,43696723.00,1,2853,06/06/2022
FATTAL HOLD,FTAL,1143429,IL0011434292,0.49656,5933,38200.00,39000.0000,No,15531973,37.93,45.00,15512154.00,6980469.30,1,2298,06/06/2022
ENERGIX,ENRG,1123355,IL0011233553,0.49079,5857,1125.00,1125.0000,No,520606952,44.34,45.00,520606952.00,234273128.40,1,2597,06/06/2022
SUMMIT,SMT,1081686,IL0010816861,0.48623,4352,5890.00,5999.0000,No,73884014,47.98,60.00,73884014.00,44330408.40,1,2127,06/06/2022
MAYTRONICS,MTRN,1091065,IL0010910656,0.47594,5680,5199.00,5209.0000,No,109259460,43.71,45.00,109245208.00,49160343.60,1,2488,06/06/2022
EQUITAL,EQTL,755017,IL0007550176,0.47453,4247,11690.00,11850.0000,No,36331037,45.67,60.00,36331037.00,21798622.20,1,1966,06/06/2022
ISRACARD,ISCD,1157403,IL0011574030,0.47282,2539,1268.00,1283.0000,No,200243046,99.99,100.00,200243046.00,200243046.00,1,2569,06/06/2022
MIGDAL INSUR.,MGDL,1081165,IL0010811656,0.47187,5631,534.30,535.0000,No,1053908234,35.72,45.00,1053908234.00,474258705.30,1,2014,06/06/2022
DANEL,DANE,314013,IL0003140139,0.43706,2347,43350.00,44740.0000,No,5414159,94.61,100.00,5414159.00,5414159.00,1,2292,06/06/2022
DIMRI,DIMRI,1090315,IL0010903156,0.43190,5154,27550.00,27100.0000,No,18707871,36.58,45.00,18707871.00,8418541.95,1,1855,06/06/2022
ONE TECHNOLOGI,ONE,161018,IL0001610182,0.42374,3793,5303.00,5395.0000,No,71517100,55.03,60.00,71517100.00,42910260.00,1,2123,06/06/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.41882,3793,3980.00,3835.0000,No,95305959,55.35,60.00,94182402.00,56509441.20,1,2023,06/06/2022
ISRAMCO     PU,ISRA,232017,IL0002320179,0.41756,2803,108.20,108.0000,No,2590457029,77.30,80.00,2590457029.00,2072365623.20,1,2163,06/06/2022
ELCO,ELCO,694034,IL0006940345,0.40797,6230,22900.00,23030.0000,No,27203291,34.17,35.00,27334263.00,9566992.05,1,2141,06/06/2022
RATIO      PU,RATI,394015,IL0003940157,0.40534,2721,242.10,252.0000,No,1123871146,77.48,80.00,1123871146.00,899096916.80,1,2194,06/06/2022
G CITY,GCT,126011,IL0001260111,0.39588,3548,2130.00,2234.0000,No,166573393,48.41,60.00,166346758.00,99808054.80,1,1801,06/06/2022
SELLA REAL EST,SLARL,1109644,IL0011096448,0.39132,2101,968.00,988.0000,No,217085719,97.03,100.00,217085719.00,217085719.00,1,2081,06/06/2022
RAMI LEVI,RMLI,1104249,IL0011042491,0.38325,3430,24900.00,25100.0000,No,13775583,59.68,60.00,13775583.00,8265349.80,1,2064,06/06/2022
ELECTRA CO  PR,ECP,5010129,IL0050101299,0.37755,3344,15400.00,15520.0000,No,21715057,51.58,60.00,21942049.00,13165229.40,1,1738,06/06/2022
AUDIOCODES,AUDC,1082965,IL0010829658,0.36173,2428,7641.00,7778.0000,No,31778091,78.59,80.00,31778091.00,25422472.80,1,1943,06/06/2022
DELTA GALIL,DELG,627034,IL0006270347,0.36135,4313,16800.00,17500.0000,No,25671456,41.03,45.00,25667918.00,11550563.10,1,1843,06/06/2022
