Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 28/08/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,6.03108,35971,3239.00,3095.0000,No,1110552397,99.48,100.00,1110352397.00,1110352397.00,0.99696,34193,08/08/2022
POALIM,POLI,662577,IL0006625771,5.24531,46736,3496.00,3475.0000,No,1336837006,92.03,100.00,1336837006.00,1336837006.00,0.66723,42753,08/08/2022
LEUMI,LUMI,604611,IL0006046119,5.16068,55361,3586.00,3576.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.55419,55201,08/08/2022
NICE,NICE,273011,IL0002730112,4.79038,45863,72190.00,70050.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.62095,44504,08/08/2022
ICL,ICL,281014,IL0002810146,4.57266,45308,3520.00,3490.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,1,25120,08/08/2022
DISCOUNT,DSCT,691212,IL0006912120,4.36333,25940,2097.00,2096.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,25928,08/08/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.56313,35366,13760.00,13760.0000,No,257020744,58.40,60.00,256576199.00,153945719.40,1,20654,08/08/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.05999,30327,68400.00,67420.0000,No,44337770,55.84,60.00,44326891.00,26596134.60,1,16692,08/08/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.93905,17392,31170.00,30900.0000,No,55797683,80.18,100.00,56056350.00,56056350.00,1,13824,08/08/2022
TOWER,TSEM,1082379,IL0010823792,2.80336,16666,15250.00,15230.0000,No,109285552,100.00,100.00,109285552.00,109285552.00,1,16644,08/08/2022
BEZEQ,BEZQ,230011,IL0002300114,2.18191,16214,586.30,586.0000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,11861,08/08/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.05693,34939,28810.00,27780.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,10151,08/08/2022
NOVA,NVMI,1084557,IL0010845571,1.73414,10312,35950.00,34220.0000,No,28685413,100.00,100.00,28677310.00,28677310.00,1,9816,08/08/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.59881,9505,5450.00,5308.0000,No,174403669,84.60,100.00,174403669.00,174403669.00,1,7832,08/08/2022
FIBI BANK,FIBI,593038,IL0005930388,1.56443,15501,15450.00,15470.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,8015,08/08/2022
PHOENIX,PHOE,767012,IL0007670123,1.37543,10222,4067.00,3960.0000,No,251373731,64.17,80.00,251320062.00,201056049.60,1,6388,08/08/2022
MELISRON,MLSR,323014,IL0003230146,1.36552,13535,28500.00,27850.0000,Yes,47491202,48.47,60.00,47474009.00,28484405.40,1,6411,08/08/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.35270,13403,174100.00,173000.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,6493,08/08/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.33253,8401,828.00,822.0000,No,1014644785,98.38,100.00,956752624.00,956752624.00,1,8205,08/08/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.32091,9816,5543.00,5425.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,7288,08/08/2022
MIVNE,MVNE,226019,IL0002260193,1.30748,9716,1235.00,1220.0000,No,786741865,77.60,80.00,786741865.00,629393492.00,1,7448,08/08/2022
AMOT,AMOT,1097278,IL0010972789,1.17226,11619,2473.00,2394.0000,No,469829984,45.72,60.00,469678860.00,281807316.00,1,5142,08/08/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.12438,11174,60890.00,59400.0000,No,18350542,48.04,60.00,18296521.00,10977912.60,1,5236,08/08/2022
BIG,BIG,1097260,IL0010972607,1.03612,11619,48490.00,46840.0000,No,23961708,47.39,60.00,21171927.00,12703156.20,1,5319,08/08/2022
SHUFERSAL,SAE,777037,IL0007770378,1.01614,6041,2274.00,2250.0000,No,265658112,99.82,100.00,265654749.00,265654749.00,1,5967,08/08/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.87755,8695,6999.00,6894.0000,No,124233780,52.31,60.00,124233780.00,74540268.00,1,4480,08/08/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.86700,11454,975.80,961.9000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,5058,08/08/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.84591,11176,3128.00,3037.0000,No,357277477,39.72,45.00,357270813.00,160771865.85,1,4310,08/08/2022
HAREL,HARL,585018,IL0005850180,0.84238,8338,3939.00,3870.0000,No,211673759,52.62,60.00,211897759.00,127138655.40,1,4311,08/08/2022
ELECTRA,ELTR,739037,IL0007390375,0.81687,8092,211000.00,207500.0000,No,3835258,52.05,60.00,3835966.00,2301579.60,1,4142,08/08/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.80443,4782,44980.00,43990.0000,No,10632220,91.37,100.00,10632220.00,10632220.00,1,4273,08/08/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.79545,10509,9035.00,9000.0000,No,116312440,42.89,45.00,116312440.00,52340598.00,1,4490,08/08/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.72603,5395,7285.00,7230.0000,No,74060593,79.80,80.00,74060593.00,59248474.40,1,4273,08/08/2022
FORMULA,FORTY,256016,IL0002560162,0.70288,5223,34100.00,33700.0000,No,15317667,62.70,80.00,15317667.00,12254133.60,1,3237,08/08/2022
FOX,FOX,1087022,IL0010870223,0.70264,6962,51000.00,50930.0000,No,13651056,57.08,60.00,13651056.00,8190633.60,1,3968,08/08/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.70149,6951,1538.00,1482.0000,No,451932702,53.36,60.00,451925450.00,271155270.00,1,3574,08/08/2022
PARTNER,PTNR,1083484,IL0010834849,0.69931,5201,2807.00,2765.0000,No,185304456,73.09,80.00,185137147.00,148109717.60,1,3745,08/08/2022
REIT 1,RIT1,1098920,IL0010989205,0.68183,4237,2190.00,2154.0000,No,193456002,98.44,100.00,185090386.00,185090386.00,1,4102,08/08/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.64959,8582,8478.00,8239.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,3168,08/08/2022
HILAN,HLAN,1084698,IL0010846983,0.64749,4812,21000.00,20700.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,3163,08/08/2022
OPC ENERGY,OPCE,1141571,IL0011415713,0.62045,8197,3870.00,3832.0000,No,211813865,42.05,45.00,211805749.00,95312587.05,1,3413,08/08/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.61829,6126,17280.00,17350.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2943,08/08/2022
BAZAN,ORL,2590248,IL0025902482,0.59962,4457,139.00,137.7000,No,3206514812,60.54,80.00,3205713154.00,2564570523.20,1,2673,08/08/2022
ENERGIX,ENRG,1123355,IL0011233553,0.59959,8324,1521.00,1527.0000,No,547239552,47.58,45.00,520796952.00,234358628.40,1,3976,08/08/2022
KENON,KEN,1134139,SG9999012629,0.58733,7759,14400.00,14120.0000,No,53884436,39.54,45.00,53884436.00,24247996.20,1,3008,08/08/2022
MEGA OR,MGOR,1104488,IL0011044885,0.58590,4356,11950.00,11850.0000,No,36453848,61.35,80.00,36435333.00,29148266.40,1,2650,08/08/2022
CAMTEK,CAMT,1095264,IL0010952641,0.57168,4289,9689.00,9246.0000,No,44263483,61.16,80.00,43846643.00,35077314.40,1,2503,08/08/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.56064,5555,815.60,765.9000,No,681099362,48.66,60.00,681099362.00,408659617.20,1,2538,08/08/2022
MATRIX,MTRX,445015,IL0004450156,0.55440,5493,8734.00,8734.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2819,08/08/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.51069,3103,6948.00,6707.0000,No,44662968,100.00,100.00,43696723.00,43696723.00,1,2996,08/08/2022
FATTAL HOLD,FTAL,1143429,IL0011434292,0.49379,6754,42000.00,40320.0000,No,16080847,40.04,45.00,15532125.00,6989456.25,1,2596,08/08/2022
SUMMIT,SMT,1081686,IL0010816861,0.48096,4766,6450.00,6321.0000,No,73884014,47.96,60.00,73884014.00,44330408.40,1,2240,08/08/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.47680,4724,4957.00,5050.0000,No,95305959,55.34,60.00,95305959.00,57183575.40,1,2663,08/08/2022
EQUITAL,EQTL,755017,IL0007550176,0.47264,4683,12890.00,12450.0000,No,36331037,50.01,60.00,36331037.00,21798622.20,1,2262,08/08/2022
MIGDAL INSUR.,MGDL,1081165,IL0010811656,0.46149,6097,578.50,564.3000,No,1053908234,35.72,45.00,1053908234.00,474258705.30,1,2124,08/08/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.46074,2739,4000.00,3688.0000,No,68477385,82.75,100.00,68477385.00,68477385.00,1,2090,08/08/2022
ONE TECHNOLOGI,ONE,161018,IL0001610182,0.43913,4351,6084.00,6100.0000,No,71517100,59.14,60.00,71517100.00,42910260.00,1,2580,08/08/2022
ISRAMCO     PU,ISRA,232017,IL0002320179,0.42075,3127,120.70,118.5000,No,2590457029,77.30,80.00,2590457029.00,2072365623.20,1,2373,08/08/2022
RATIO      PU,RATI,394015,IL0003940157,0.42043,3124,278.00,274.9000,No,1123871146,77.48,80.00,1123871146.00,899096916.80,1,2394,08/08/2022
SAPIENS,SPNS,1087659,KYG7T16G1039,0.40789,4042,7334.00,7115.0000,No,55114995,55.41,60.00,55107335.00,33064401.00,1,2173,08/08/2022
MAYTRONICS,MTRN,1091065,IL0010910656,0.39778,5255,4808.00,4873.0000,No,109300533,43.73,45.00,109300533.00,49185239.85,1,2329,08/08/2022
SELLA REAL EST,SLARL,1109644,IL0011096448,0.38560,2292,1056.00,1050.0000,No,217085719,97.03,100.00,217085719.00,217085719.00,1,2212,08/08/2022
DIMRI,DIMRI,1090315,IL0010903156,0.38474,5083,27170.00,26300.0000,No,18707871,36.55,45.00,18707871.00,8418541.95,1,1798,08/08/2022
DANEL,DANE,314013,IL0003140139,0.38082,2265,41800.00,41610.0000,No,5419650,94.62,100.00,5416178.00,5416178.00,1,2134,08/08/2022
ISRACARD,ISCD,1157403,IL0011574030,0.37758,2245,1121.00,1130.0000,No,200243046,99.99,100.00,200243046.00,200243046.00,1,2263,08/08/2022
G CITY,GCT,126011,IL0001260111,0.37489,3715,2230.00,2190.0000,No,166573393,48.41,60.00,166573393.00,99944035.80,1,1766,08/08/2022
RAMI LEVI,RMLI,1104249,IL0011042491,0.37399,3706,26900.00,27000.0000,No,13775583,59.68,60.00,13775583.00,8265349.80,1,2220,08/08/2022
ELCO,ELCO,694034,IL0006940345,0.37236,6325,23250.00,23190.0000,No,27203291,34.11,35.00,27203291.00,9521151.85,1,2152,08/08/2022
TADIRAN GROUP,TDRN,258012,IL0002580129,0.36954,4882,56860.00,57150.0000,No,8586001,35.51,45.00,8586001.00,3863700.45,1,1742,08/08/2022
DELTA GALIL,DELG,627034,IL0006270347,0.35448,4684,18240.00,19180.0000,No,25678758,40.39,45.00,25674859.00,11553686.55,1,1989,08/08/2022
ELECTRA CO  PR,ECP,5010129,IL0050101299,0.34342,3403,15670.00,15600.0000,No,21715057,51.58,60.00,21715057.00,13029034.20,1,1747,08/08/2022
CELLCOM,CEL,1101534,IL0011015349,0.34123,3383,2059.00,2057.0000,No,164287950,63.56,60.00,164209194.00,98525516.40,1,2148,08/08/2022
AUDIOCODES,AUDC,1082965,IL0010829658,0.32055,2371,7496.00,7334.0000,No,31636298,78.49,80.00,31778091.00,25422472.80,1,1821,08/08/2022
INROM CONST,INRM,1132356,IL0011323560,0.32023,1904,1522.00,1577.0000,No,125086369,87.00,100.00,125084977.00,125084977.00,1,1716,08/08/2022
ISRAEL CANADA,ISCN,434019,IL0004340191,0.31718,4190,1434.00,1424.0000,No,292215357,41.63,45.00,292215357.00,131496910.65,1,1732,08/08/2022
VERIDIS,VRDS,1176387,IL0011763872,0.30529,4033,3805.00,3678.0000,No,106000000,37.32,45.00,106000000.00,47700000.00,1,1455,08/08/2022
MAGIC,MGIC,1082312,IL0010823123,0.29891,2965,6040.00,5945.0000,No,49093055,53.29,60.00,49035055.00,29421033.00,1,1555,08/08/2022
MENORA MIV HLD,MMHD,566018,IL0005660183,0.29405,4969,8000.00,7855.0000,No,62102575,34.20,35.00,62432747.00,21851461.45,1,1668,08/08/2022
RADA,RADA,1082650,IL0010826506,0.28968,1733,3486.00,3366.0000,No,49718045,100.00,100.00,49402847.00,49402847.00,1,1674,08/08/2022
NETO MALINDA,NTML,1105097,IL0011050973,0.28021,2776,13300.00,13190.0000,No,20875754,48.48,60.00,20875754.00,12525452.40,1,1335,08/08/2022
DIRECT FINANCE,DIFI,1168186,IL0011681868,0.27269,2702,91380.00,91070.0000,No,2956844,52.41,60.00,2956844.00,1774106.40,1,1411,08/08/2022
TASE,TASE,1159029,IL0011590291,0.27004,1597,1577.00,1590.0000,No,101212012,80.24,100.00,101802335.00,101802335.00,1,1291,08/08/2022
BLUE SQ REAL ES,BLSR,1098565,IL0010985658,0.26982,3565,29220.00,29430.0000,No,12199163,41.94,45.00,12199163.00,5489623.35,1,1506,08/08/2022
NOFAR ENERGY,NOFR,1170877,IL0011708778,0.26055,3442,10230.00,10200.0000,No,33647857,43.70,45.00,33647857.00,15141535.65,1,1500,08/08/2022
ARGO PROP.,ARGO,1175371,NL0015000D84,0.25917,1926,10640.00,10550.0000,No,18101534,60.43,80.00,18101534.00,14481227.20,1,1154,08/08/2022
ELECTRA REAL E.,ELCRE,1094044,IL0010940448,0.25568,3378,5958.00,5873.0000,No,56694691,40.09,45.00,56694691.00,25512610.95,1,1335,08/08/2022
NAVITAS PTRO PU,NVPT,1141969,IL0011419699,0.25072,1863,1990.00,1940.0000,No,93625393,74.72,80.00,93625393.00,74900314.40,1,1357,08/08/2022
ACRO KVUT,ACRO,1184902,IL0011849028,0.24523,3240,5663.00,5610.0000,No,57209000,36.85,45.00,57209000.00,25744050.00,1,1183,08/08/2022
ARAD INVESTMENT,ARAD,731018,IL0007310183,0.24150,3191,46910.00,45470.0000,No,6801362,37.22,45.00,6801362.00,3060612.90,1,1151,08/08/2022
RETAILORS,RTLS,1175488,IL0011754889,0.24034,4082,8427.00,8350.0000,No,48442922,30.41,35.00,48442922.00,16955022.70,1,1230,08/08/2022
MENIVIM REIT,MNRT,1140573,IL0011405730,0.23618,1404,203.50,203.2000,No,689983944,99.44,100.00,689983944.00,689983944.00,1,1394,08/08/2022
LAND DEV,ILDC,612010,IL0006120104,0.22823,2261,5959.00,6007.0000,No,37949827,46.50,60.00,37949827.00,22769896.20,1,1060,08/08/2022
AFRICA RESIDENC,AFRE,1097948,IL0010979487,0.22752,2254,17830.00,17420.0000,No,12643536,49.12,60.00,12643536.00,7586121.60,1,1082,08/08/2022
INFINYA,INFN,632018,IL0006320183,0.22120,2192,33810.00,34600.0000,No,6484034,55.19,60.00,6482496.00,3889497.60,1,1238,08/08/2022
GILAT,GILT,1082510,IL0010825102,0.21415,1274,2250.00,2183.0000,No,56608016,90.17,100.00,56582887.00,56582887.00,1,1114,08/08/2022
PROPERT & BUIL,PTBL,699017,IL0006990175,0.20527,2712,36730.00,35460.0000,No,7383332,36.82,45.00,7383332.00,3322499.40,1,964,08/08/2022
IES,IES,431015,IL0004310152,0.18286,1812,31130.00,30850.0000,No,5820368,48.43,60.00,5820368.00,3492220.80,1,870,08/08/2022
PRASHKOVSKY,PRSK,1102128,IL0011021289,0.18082,2393,11360.00,11150.0000,No,21068551,35.30,45.00,21028551.00,9462847.95,1,829,08/08/2022
YOCHANANOF,YHNF,1161264,IL0011612640,0.17818,3027,20890.00,20910.0000,No,14487860,31.59,35.00,14487860.00,5070751.00,1,957,08/08/2022
ISRAS,ISRS,613034,IL0006130343,0.17507,4163,77040.00,74210.0000,No,5403896,29.99,25.00,5403896.00,1350974.00,1,1203,08/08/2022
AZORIM,AZRM,715011,IL0007150118,0.17370,2950,1400.00,1372.0000,No,210740327,33.97,35.00,210740327.00,73759114.45,1,982,08/08/2022
MEDITR TOWER,MDTR,1131523,IL0011315236,0.16708,1656,1101.00,1086.0000,No,150393415,50.87,60.00,150362675.00,90217605.00,1,831,08/08/2022
AURA,AURA,373019,IL0003730194,0.16541,1639,639.00,636.2000,No,256484210,48.88,60.00,256484210.00,153890526.00,1,798,08/08/2022
NOVOLOG,NVLG,1140151,IL0011401515,0.16426,1628,321.20,318.0000,No,506982630,57.40,60.00,506723332.00,304033999.20,1,925,08/08/2022
IDI INSUR,IDIN,1129501,IL0011295016,0.15314,1517,10340.00,10190.0000,No,14674913,50.48,60.00,14674913.00,8804947.80,1,755,08/08/2022
DORAL ENERGY,DORL,1166768,IL0011667685,0.13594,1796,1222.00,1194.0000,No,146967000,38.23,45.00,146967000.00,66135150.00,1,671,08/08/2022
ALTSHULER FIN,ALTF,1184936,IL0011849366,0.12777,2171,1101.00,1071.0000,No,197153916,30.19,35.00,197118113.00,68991339.55,1,637,08/08/2022
TURPAZ,TRPZ,1175611,IL0011756116,0.12492,2122,2120.00,2136.0000,No,100084776,33.89,35.00,100084776.00,35029671.60,1,725,08/08/2022
CARASSO MOTORS,CRSM,1123850,IL0011238503,0.12140,2062,2256.00,2257.0000,No,91404923,30.21,35.00,91404923.00,31991723.05,1,623,08/08/2022
NAPHTHA,NFTA,643015,IL0006430156,0.11991,2037,2163.00,2129.0000,No,94166944,32.74,35.00,94166944.00,32958430.40,1,656,08/08/2022
GENERATION CAP,GNRS,1156926,IL0011569261,0.11515,1711,135.30,131.9000,No,1264955610,98.90,100.00,1264955610.00,1264955610.00,0.4,1650,08/08/2022
POLYRAM PLS,POLP,1170216,IL0011702169,0.10980,1451,1360.00,1342.0000,No,106659600,42.80,45.00,106659600.00,47996820.00,1,613,08/08/2022
NAYAX,NYAX,1175116,IL0011751166,0.10757,3200,973.40,957.0000,No,328733143,22.50,20.00,328487087.00,65697417.40,1,708,08/08/2022
PLASSON INDUS,PLSN,1081603,IL0010816036,0.10590,1799,18840.00,18690.0000,No,9547955,30.85,35.00,9547955.00,3341784.25,1,551,08/08/2022
HAGAG,HGG,823013,IL0008230133,0.10546,1393,2320.00,2309.0000,No,60056691,35.88,45.00,60056691.00,27025510.95,1,498,08/08/2022
DANYA CEBUS,DNYA,1173137,IL0011731374,0.09016,2680,8597.00,8350.0000,No,31173177,24.66,20.00,31173177.00,6234635.40,1,642,08/08/2022
LEVINSTEIN PROP,LVPR,1119080,IL0011190803,0.08996,1528,10610.00,10610.0000,No,14401750,30.16,35.00,14401750.00,5040612.50,1,461,08/08/2022
ISRAEL SHIPYARD,ISHI,1168533,IL0011685331,0.08688,2583,10330.00,9978.0000,No,25000000,20.00,20.00,25000000.00,5000000.00,1,499,08/08/2022
ISSTA,ISTA,1081074,IL0010810740,0.08623,1602,10150.00,10180.0000,No,15783843,61.82,80.00,15783843.00,12627074.40,0.4,993,08/08/2022
SCOPE,SCOP,288019,IL0002880198,0.08087,2003,16350.00,16530.0000,No,12251872,57.82,60.00,12251872.00,7351123.20,0.4,1171,08/08/2022
MALAM TEAM,MLTM,156018,IL0001560189,0.07337,1745,7969.00,7861.0000,No,21895230,24.90,25.00,21895230.00,5473807.50,1,429,08/08/2022
ILEX MEDICAL,ILX,1080753,IL0010807530,0.07173,948,8400.00,8282.0000,No,11280622,38.06,45.00,11280622.00,5076279.90,1,356,08/08/2022
DIPLOMAT HOLDI.,DIPL,1173491,IL0011734915,0.05456,1298,4741.00,4651.0000,No,27368420,26.66,25.00,27368420.00,6842105.00,1,339,08/08/2022
DELTA BRANDS,DLTI,1173699,IL0011736993,0.05206,1548,6190.00,6262.0000,No,25000000,20.00,20.00,25000000.00,5000000.00,1,313,08/08/2022
DUNIEC,DUNI,400010,IL0004000100,0.04626,1965,21770.00,21960.0000,No,9024700,30.04,35.00,9023025.00,3158058.75,0.4,595,08/08/2022
