Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 14/08/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,6.83239,40469,3644.00,3620.0000,No,1110552397,99.48,100.00,1110352397.00,1110352397.00,0.99696,39993,08/08/2022
NICE,NICE,273011,IL0002730112,4.96869,47242,74360.00,75150.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.62095,47744,08/08/2022
LEUMI,LUMI,604611,IL0006046119,4.91690,52381,3393.00,3430.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.55419,52947,08/08/2022
POALIM,POLI,662577,IL0006625771,4.87992,43180,3230.00,3294.0000,No,1336837006,92.03,100.00,1336837006.00,1336837006.00,0.66723,40526,08/08/2022
ICL,ICL,281014,IL0002810146,4.29445,42257,3283.00,3333.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,1,23990,08/08/2022
DISCOUNT,DSCT,691212,IL0006912120,4.20720,24839,2008.00,2025.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,25049,08/08/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.53176,34761,78400.00,77790.0000,No,44337770,55.84,60.00,44326891.00,26596134.60,1,19259,08/08/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.36106,33101,12890.00,13000.0000,No,256797600,58.36,60.00,256576199.00,153945719.40,1,19483,08/08/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.85885,16801,30110.00,30850.0000,No,55797683,80.18,100.00,56056350.00,56056350.00,1,13802,08/08/2022
TOWER,TSEM,1082379,IL0010823792,2.83581,16743,15320.00,15320.0000,No,109285552,100.00,100.00,109285552.00,109285552.00,1,16743,08/08/2022
BEZEQ,BEZQ,230011,IL0002300114,2.19221,16178,585.00,593.2000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12007,08/08/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.11366,35654,29400.00,29050.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,10615,08/08/2022
NOVA,NVMI,1084557,IL0010845571,1.70880,10092,35180.00,35300.0000,No,28685413,100.00,100.00,28677310.00,28677310.00,1,10126,08/08/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.64597,9718,5572.00,5600.0000,No,174403669,84.60,100.00,174403669.00,174403669.00,1,8263,08/08/2022
FIBI BANK,FIBI,593038,IL0005930388,1.49374,14698,14650.00,14800.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,7668,08/08/2022
MELISRON,MLSR,323014,IL0003230146,1.37453,13525,28490.00,28150.0000,No,47474009,48.45,60.00,47474009.00,28484405.40,1,6475,08/08/2022
PHOENIX,PHOE,767012,IL0007670123,1.32846,9805,3901.00,3904.0000,No,251335726,64.15,80.00,251320062.00,201056049.60,1,6294,08/08/2022
MIVNE,MVNE,226019,IL0002260193,1.31018,9669,1229.00,1230.0000,No,786741865,77.60,80.00,786741865.00,629393492.00,1,7509,08/08/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.28994,7616,796.00,789.0000,No,956761278,98.28,100.00,956752624.00,956752624.00,1,7419,08/08/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.24788,12279,159500.00,164380.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,6169,08/08/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.22284,9024,5096.00,5122.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,6881,08/08/2022
AMOT,AMOT,1097278,IL0010972789,1.21668,11972,2549.00,2524.0000,No,469752667,45.71,60.00,469678860.00,281807316.00,1,5420,08/08/2022
BIG,BIG,1097260,IL0010972607,1.04548,11643,48590.00,48370.0000,No,23961203,47.39,60.00,21171927.00,12703156.20,1,5493,08/08/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,0.95946,9468,51600.00,52610.0000,No,18348545,48.04,60.00,18296521.00,10977912.60,1,4637,08/08/2022
SHUFERSAL,SAE,777037,IL0007770378,0.94941,5605,2110.00,2136.0000,No,265658112,99.82,100.00,265654749.00,265654749.00,1,5664,08/08/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.88239,8683,6989.00,6887.0000,No,124233780,52.31,60.00,124233780.00,74540268.00,1,4476,08/08/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.87589,11492,979.00,997.1000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,5243,08/08/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.87412,11469,3210.00,3255.0000,No,357277477,39.72,45.00,357270813.00,160771865.85,1,4619,08/08/2022
HAREL,HARL,585018,IL0005850180,0.85427,8397,3967.00,3923.0000,No,211673759,52.62,60.00,211897759.00,127138655.40,1,4370,08/08/2022
ELECTRA,ELTR,739037,IL0007390375,0.84205,8284,216000.00,216630.0000,No,3835258,52.05,60.00,3835966.00,2301579.60,1,4324,08/08/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.82510,10825,9307.00,9206.0000,No,116312440,42.89,45.00,116312440.00,52340598.00,1,4593,08/08/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.78337,4625,43500.00,43500.0000,No,10632220,91.37,100.00,10632220.00,10632220.00,1,4226,08/08/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.75229,7403,1638.00,1665.0000,No,451925450,53.36,60.00,451925450.00,271155270.00,1,4015,08/08/2022
PARTNER,PTNR,1083484,IL0010834849,0.69515,5130,2771.00,2749.0000,No,185137147,73.07,80.00,185137147.00,148109717.60,1,3719,08/08/2022
FORMULA,FORTY,256016,IL0002560162,0.69262,5112,33370.00,33500.0000,No,15317667,62.70,80.00,15317667.00,12254133.60,1,3217,08/08/2022
REIT 1,RIT1,1098920,IL0010989205,0.66807,3945,2131.00,2131.0000,No,185132520,98.37,100.00,185090386.00,185090386.00,1,3881,08/08/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.66705,4923,6647.00,6550.0000,No,74060593,79.80,80.00,74060593.00,59248474.40,1,3871,08/08/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.65580,8604,8500.00,8472.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,3258,08/08/2022
KENON,KEN,1134139,SG9999012629,0.63947,8390,15570.00,15400.0000,No,53884436,39.54,45.00,53884436.00,24247996.20,1,3281,08/08/2022
HILAN,HLAN,1084698,IL0010846983,0.62467,4610,20120.00,19960.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,3050,08/08/2022
OPC ENERGY,OPCE,1141571,IL0011415713,0.61992,8134,3840.00,3838.0000,No,211813865,42.05,45.00,211805749.00,95312587.05,1,3418,08/08/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.61327,6035,886.00,829.4000,No,681099362,48.65,60.00,681099362.00,408659617.20,1,2748,08/08/2022
MEGA OR,MGOR,1104488,IL0011044885,0.60578,4473,12270.00,12320.0000,No,36453848,61.35,80.00,36435333.00,29148266.40,1,2755,08/08/2022
FOX,FOX,1087022,IL0010870223,0.60015,5905,43260.00,43280.0000,No,13651056,57.08,60.00,13651056.00,8190633.60,1,3372,08/08/2022
CAMTEK,CAMT,1095264,IL0010952641,0.59015,4397,9933.00,9985.0000,No,44263483,61.16,80.00,43846643.00,35077314.40,1,2703,08/08/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.57827,5690,16050.00,16250.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2757,08/08/2022
MATRIX,MTRX,445015,IL0004450156,0.55960,5506,8755.00,8644.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2790,08/08/2022
ENERGIX,ENRG,1123355,IL0011233553,0.55494,7282,1398.00,1402.0000,No,520875952,44.37,45.00,520796952.00,234358628.40,1,3240,08/08/2022
BAZAN,ORL,2590248,IL0025902482,0.55036,4062,126.70,127.0000,No,3205713154,60.55,80.00,3205713154.00,2564570523.20,1,2465,08/08/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.52993,3198,7160.00,6989.0000,No,44662968,100.00,100.00,43696723.00,43696723.00,1,3121,08/08/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.52541,3102,4530.00,4498.0000,No,68477385,82.75,100.00,68477385.00,68477385.00,1,2549,08/08/2022
FATTAL HOLD,FTAL,1143429,IL0011434292,0.49722,6751,42000.00,41620.0000,No,16080847,40.04,45.00,15532125.00,6989456.25,1,2680,08/08/2022
SUMMIT,SMT,1081686,IL0010816861,0.49639,4884,6611.00,6580.0000,No,73884014,47.96,60.00,73884014.00,44330408.40,1,2332,08/08/2022
EQUITAL,EQTL,755017,IL0007550176,0.46596,4585,12620.00,12620.0000,No,36331037,50.01,60.00,36331037.00,21798622.20,1,2293,08/08/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.46239,4550,4774.00,4789.0000,No,95305959,55.34,60.00,95305959.00,57183575.40,1,2526,08/08/2022
MIGDAL INSUR.,MGDL,1081165,IL0010811656,0.46109,6049,574.00,568.0000,No,1053908234,35.72,45.00,1053908234.00,474258705.30,1,2138,08/08/2022
MAYTRONICS,MTRN,1091065,IL0010910656,0.45453,5963,5456.00,5457.0000,No,109300533,43.73,45.00,109300533.00,49185239.85,1,2608,08/08/2022
RATIO      PU,RATI,394015,IL0003940157,0.41727,3079,274.00,276.4000,No,1123871146,77.48,80.00,1123871146.00,899096916.80,1,2407,08/08/2022
ONE TECHNOLOGI,ONE,161018,IL0001610182,0.41486,4082,5708.00,5625.0000,No,71517100,59.14,60.00,71517100.00,42910260.00,1,2379,08/08/2022
SAPIENS,SPNS,1087659,KYG7T16G1039,0.41051,4040,7330.00,7424.0000,No,55114995,55.41,60.00,55107335.00,33064401.00,1,2267,08/08/2022
ISRAMCO     PU,ISRA,232017,IL0002320179,0.40015,2953,114.00,116.6000,No,2590457029,77.30,80.00,2590457029.00,2072365623.20,1,2335,08/08/2022
DIMRI,DIMRI,1090315,IL0010903156,0.39883,5233,27970.00,28320.0000,No,18707871,36.55,45.00,18707871.00,8418541.95,1,1936,08/08/2022
DANEL,DANE,314013,IL0003140139,0.39768,2348,43350.00,44050.0000,No,5416178,94.61,100.00,5416178.00,5416178.00,1,2257,08/08/2022
SELLA REAL EST,SLARL,1109644,IL0011096448,0.39637,2340,1078.00,1078.0000,No,217085719,97.03,100.00,217085719.00,217085719.00,1,2271,08/08/2022
ELCO,ELCO,694034,IL0006940345,0.39559,6673,24530.00,23820.0000,No,27203291,34.11,35.00,27203291.00,9521151.85,1,2210,08/08/2022
G CITY,GCT,126011,IL0001260111,0.38850,3823,2295.00,2383.0000,No,166573393,48.41,60.00,166573393.00,99944035.80,1,1922,08/08/2022
