Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 10/05/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
LEUMI,LUMI,604611,IL0006046119,5.24461,47423,3264.00,3257.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.60509,47316,10/05/2022
POALIM,POLI,662577,IL0006625771,5.09399,38705,2896.00,2917.0000,No,1336485845,92.03,100.00,1336485845.00,1336485845.00,0.72009,35878,10/05/2022
NICE,NICE,273011,IL0002730112,5.06768,40885,64410.00,65280.0000,No,63476860,100.00,100.00,63476860.00,63476860.00,0.67816,41438,10/05/2022
ICL,ICL,281014,IL0002810146,4.72821,45462,3532.00,3602.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,0.94839,25926,10/05/2022
DISCOUNT,DSCT,691212,IL0006912120,4.22563,23120,1869.00,1875.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,23194,10/05/2022
TEVA,TEVA,629014,IL0006290147,4.19772,28370,2555.00,2610.0000,No,1110352397,99.49,100.00,1103329696.00,1103329696.00,0.81472,28832,10/05/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.32462,30320,68400.00,69790.0000,No,44326891,55.83,60.00,44322645.00,26593587.00,1,17271,10/05/2022
TOWER,TSEM,1082379,IL0010823792,3.29549,18031,16530.00,16440.0000,No,109078276,100.00,100.00,109078276.00,109078276.00,1,17932,10/05/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.06595,27966,10900.00,10830.0000,No,256571888,58.32,60.00,256494567.00,153896740.20,1,16205,10/05/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.66588,14586,26020.00,26080.0000,No,56056350,80.27,100.00,56056350.00,56056350.00,1,11735,10/05/2022
BEZEQ,BEZQ,230011,IL0002300114,2.02427,13844,500.60,491.0000,No,2765540626,73.19,80.00,2765540626.00,2212432500.80,1,9938,10/05/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.98600,31046,25600.00,25920.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9471,10/05/2022
NOVA,NVMI,1084557,IL0010845571,1.69762,9320,32500.00,33130.0000,No,28677310,100.00,100.00,28579044.00,28579044.00,1,9501,10/05/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.59412,8722,5001.00,5139.0000,No,174403669,84.61,100.00,174403669.00,174403669.00,1,7583,10/05/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.55297,14161,183950.00,187600.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,7041,10/05/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.42647,9756,5509.00,5476.0000,No,177089406,71.02,80.00,177089406.00,141671524.80,1,6887,10/05/2022
FIBI BANK,FIBI,593038,IL0005930388,1.42042,12953,12910.00,12850.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,6658,10/05/2022
PHOENIX,PHOE,767012,IL0007670123,1.31861,9022,3590.00,3568.0000,No,251316365,64.15,80.00,251201826.00,200961460.80,1,5752,10/05/2022
MIVNE,MVNE,226019,IL0002260193,1.29197,8836,1100.00,1111.0000,No,803266889,76.01,80.00,803266889.00,642613511.20,1,6783,10/05/2022
SHUFERSAL,SAE,777037,IL0007770378,1.26211,6905,2600.00,2585.0000,No,265592983,99.84,100.00,265592983.00,265592983.00,1,6855,10/05/2022
MELISRON,MLSR,323014,IL0003230146,1.23903,11298,23800.00,24050.0000,No,47472672,48.45,60.00,47472672.00,28483603.20,1,5532,10/05/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.13440,6207,648.80,637.9000,No,956639988,98.28,100.00,956639988.00,956639988.00,1,5997,10/05/2022
AMOT,AMOT,1097278,IL0010972789,1.12784,10301,2259.00,2306.0000,No,456006660,45.61,60.00,455273103.00,273163861.80,1,4796,10/05/2022
BIG,BIG,1097260,IL0010972607,1.04212,9504,44890.00,45550.0000,No,21171436,49.89,60.00,21169297.00,12701578.20,1,4811,10/05/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.04065,9490,51890.00,48500.0000,No,18287793,48.05,60.00,18287793.00,10972675.80,1,4262,10/05/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.94248,5157,48500.00,49390.0000,No,10632220,86.69,100.00,10632220.00,10632220.00,1,4552,10/05/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.91369,4999,6750.00,6600.0000,No,74060593,84.99,100.00,74060593.00,74060593.00,1,4154,10/05/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.89302,10858,925.00,879.5000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4625,10/05/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.87240,5966,876.00,964.9000,No,681099362,60.66,80.00,681099362.00,544879489.60,1,3987,10/05/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.87221,7954,6389.00,6475.0000,No,124488481,52.41,60.00,124488481.00,74693088.60,1,4225,10/05/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.84278,7688,1784.00,1841.0000,No,430963893,53.36,60.00,430784513.00,258470707.80,1,4234,10/05/2022
KENON,KEN,1134139,SG9999012629,0.83762,10184,18900.00,18800.0000,No,53884436,39.46,45.00,53884436.00,24247996.20,1,3997,10/05/2022
HAREL,HARL,585018,IL0005850180,0.83629,7625,3585.00,3606.0000,No,212689565,53.00,60.00,212720865.00,127632519.00,1,4065,10/05/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.83125,10107,2829.00,2801.0000,No,357261237,39.72,45.00,357254227.00,160764402.15,1,3975,10/05/2022
ELECTRA,ELTR,739037,IL0007390375,0.82720,7543,197390.00,194900.0000,No,3821429,51.87,60.00,3821429.00,2292857.40,1,3863,10/05/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.81727,9937,8545.00,8623.0000,No,116286668,42.88,45.00,116286668.00,52329000.60,1,4300,10/05/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.77178,4223,6026.00,6189.0000,No,70073746,83.10,100.00,70073746.00,70073746.00,1,3604,10/05/2022
FORMULA,FORTY,256016,IL0002560162,0.69258,4737,30970.00,31210.0000,No,15294267,62.64,80.00,15294267.00,12235413.60,1,2990,10/05/2022
BAZAN,ORL,2590248,IL0025902482,0.69138,4728,147.50,143.0000,No,3205713154,60.55,80.00,3205713154.00,2564570523.20,1,2776,10/05/2022
REIT 1,RIT1,1098920,IL0010989205,0.68013,3721,2011.00,2070.0000,No,185042590,98.45,100.00,185042590.00,185042590.00,1,3771,10/05/2022
PARTNER,PTNR,1083484,IL0010834849,0.67709,4631,2501.00,2551.0000,No,185160877,73.07,80.00,185155294.00,148124235.20,1,3451,10/05/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.66937,8138,8040.00,8169.0000,No,101224675,38.00,45.00,101224675.00,45551103.75,1,3142,10/05/2022
FOX,FOX,1087022,IL0010870223,0.64175,5852,43010.00,44290.0000,No,13606183,57.27,60.00,13606183.00,8163709.80,1,3451,10/05/2022
CAMTEK,CAMT,1095264,IL0010952641,0.61887,4233,9653.00,9785.0000,No,43846643,61.20,80.00,43846643.00,35077314.40,1,2626,10/05/2022
HILAN,HLAN,1084698,IL0010846983,0.60974,4170,18200.00,18850.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2880,10/05/2022
MEGA OR,MGOR,1104488,IL0011044885,0.56791,3884,10660.00,10700.0000,No,36435333,61.33,80.00,36435333.00,29148266.40,1,2391,10/05/2022
OPC ENERGY,OPCE,1141571,IL0011415713,0.55727,6776,3350.00,3400.0000,No,202255647,41.24,45.00,202255647.00,91015041.15,1,2836,10/05/2022
ISRACARD,ISCD,1157403,IL0011574030,0.55703,3048,1522.00,1555.0000,No,200243046,99.99,100.00,200243046.00,200243046.00,1,3113,10/05/2022
FATTAL HOLD,FTAL,1143429,IL0011434292,0.54706,6652,43010.00,44080.0000,No,15469989,37.68,45.00,15464815.00,6959166.75,1,2569,10/05/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.53847,4910,13850.00,13900.0000,No,35452640,47.86,60.00,35452640.00,21271584.00,1,2359,10/05/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.52783,2888,6609.00,6524.0000,No,43696723,100.00,100.00,43696723.00,43696723.00,1,2851,10/05/2022
SUMMIT,SMT,1081686,IL0010816861,0.52673,4803,6501.00,6501.0000,No,73884014,47.98,60.00,73884014.00,44330408.40,1,2305,10/05/2022
MATRIX,MTRX,445015,IL0004450156,0.51368,4685,7449.00,7517.0000,No,62894287,51.29,60.00,62882853.00,37729711.80,1,2425,10/05/2022
G CITY,GCT,126011,IL0001260111,0.50309,4588,2758.00,2767.0000,No,166346758,48.34,60.00,166337809.00,99802685.40,1,2225,10/05/2022
SAPIENS,SPNS,1087659,KYG7T16G1039,0.50042,4563,8287.00,8400.0000,No,55065009,55.37,60.00,55065009.00,33039005.40,1,2561,10/05/2022
EQUITAL,EQTL,755017,IL0007550176,0.48368,4411,12140.00,12070.0000,No,36331037,45.67,60.00,36331037.00,21798622.20,1,2003,10/05/2022
MAYTRONICS,MTRN,1091065,IL0010910656,0.47450,5769,5281.00,5424.0000,No,109245208,43.70,45.00,109243485.00,49159568.25,1,2589,10/05/2022
DANEL,DANE,314013,IL0003140139,0.45559,2493,46040.00,46500.0000,No,5414159,94.61,100.00,5414159.00,5414159.00,1,2382,10/05/2022
ENERGIX,ENRG,1123355,IL0011233553,0.44460,5414,1040.00,1022.0000,No,520606952,44.34,45.00,519769432.00,233896244.40,1,2359,10/05/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.44343,4056,4307.00,4309.0000,No,94182402,55.19,60.00,93883161.00,56329896.60,1,2240,10/05/2022
RADA,RADA,1082650,IL0010826506,0.44235,2420,4899.00,4160.0000,No,49402847,100.00,100.00,49402847.00,49402847.00,1,2055,10/05/2022
RATIO      PU,RATI,394015,IL0003940157,0.43054,2945,262.00,251.5000,No,1123871146,77.48,80.00,1123871146.00,899096916.80,1,2190,10/05/2022
MIGDAL INSUR.,MGDL,1081165,IL0010811656,0.42907,5217,495.00,507.7000,No,1053908234,35.72,45.00,1053908234.00,474258705.30,1,1911,10/05/2022
DELTA GALIL,DELG,627034,IL0006270347,0.40702,4949,19280.00,19560.0000,No,25667918,41.02,45.00,25667918.00,11550563.10,1,2059,10/05/2022
DIMRI,DIMRI,1090315,IL0010903156,0.40636,4941,26410.00,26120.0000,No,18707871,36.75,45.00,18707871.00,8418541.95,1,1796,10/05/2022
SELLA REAL EST,SLARL,1109644,IL0011096448,0.40471,2214,1020.00,1062.0000,No,217085719,97.07,100.00,217085719.00,217085719.00,1,2238,10/05/2022
ELECTRA CO  PR,ECP,5010129,IL0050101299,0.40425,3686,16800.00,17000.0000,No,21942049,52.08,60.00,21942049.00,13165229.40,1,1943,10/05/2022
ONE TECHNOLOGI,ONE,161018,IL0001610182,0.38328,3495,4887.00,4918.0000,No,71517100,55.03,60.00,71517100.00,42910260.00,1,1936,10/05/2022
ELCO,ELCO,694034,IL0006940345,0.37682,5891,21550.00,21960.0000,No,27334263,34.48,35.00,27334263.00,9566992.05,1,2070,10/05/2022
