Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 06/06/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,6.02005,34921,3145.00,3088.0000,No,1110352397,99.49,100.00,1110352397.00,1110352397.00,0.95498,34113,06/06/2022
POALIM,POLI,662577,IL0006625771,5.00740,41215,3083.00,3145.0000,No,1336837006,92.03,100.00,1336485845.00,1336485845.00,0.67321,38693,06/06/2022
NICE,NICE,273011,IL0002730112,4.96586,42009,66180.00,67970.0000,No,63476860,100.00,100.00,63476860.00,63476860.00,0.65483,43145,06/06/2022
LEUMI,LUMI,604611,IL0006046119,4.90745,47684,3282.00,3325.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.57011,48304,06/06/2022
ICL,ICL,281014,IL0002810146,4.69776,46749,3632.00,3702.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,0.92777,26646,06/06/2022
DISCOUNT,DSCT,691212,IL0006912120,4.24279,23503,1900.00,1959.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,24233,06/06/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.27436,30231,68200.00,69860.0000,No,44326891,55.83,60.00,44326891.00,26596134.60,1,17289,06/06/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.24031,29917,11660.00,11860.0000,No,256574035,58.32,60.00,256574035.00,153944421.00,1,17747,06/06/2022
TOWER,TSEM,1082379,IL0010823792,3.16037,17507,16050.00,16150.0000,No,109078276,100.00,100.00,109078276.00,109078276.00,1,17616,06/06/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.78786,15444,27550.00,27170.0000,No,56056350,80.28,100.00,56056350.00,56056350.00,1,12227,06/06/2022
BEZEQ,BEZQ,230011,IL0002300114,2.06443,14295,516.90,528.6000,No,2765543598,73.19,80.00,2765540626.00,2212432500.80,1,10699,06/06/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.87342,29651,24450.00,24160.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,8828,06/06/2022
NOVA,NVMI,1084557,IL0010845571,1.85848,10295,35900.00,36600.0000,No,28677310,100.00,100.00,28677310.00,28677310.00,1,10496,06/06/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.48539,13714,178140.00,181500.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,6812,06/06/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.46397,8110,4650.00,4730.0000,No,174403669,84.61,100.00,174403669.00,174403669.00,1,6980,06/06/2022
FIBI BANK,FIBI,593038,IL0005930388,1.39531,12882,12840.00,13160.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,6818,06/06/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.37591,9527,5380.00,5529.0000,No,177089406,73.06,80.00,177089406.00,141671524.80,1,7154,06/06/2022
PHOENIX,PHOE,767012,IL0007670123,1.27392,8821,3510.00,3462.0000,No,251316365,64.15,80.00,251316365.00,201053092.00,1,5581,06/06/2022
MELISRON,MLSR,323014,IL0003230146,1.20988,11170,23530.00,23430.0000,No,47474009,48.45,60.00,47472672.00,28483603.20,1,5389,06/06/2022
MIVNE,MVNE,226019,IL0002260193,1.20760,8362,1041.00,1045.0000,No,803266889,76.01,80.00,803266889.00,642613511.20,1,6380,06/06/2022
SHUFERSAL,SAE,777037,IL0007770378,1.15307,6389,2405.00,2363.0000,No,265654749,99.84,100.00,265592983.00,265592983.00,1,6267,06/06/2022
BIG,BIG,1097260,IL0010972607,1.08235,9993,47200.00,46000.0000,No,21171682,49.89,60.00,21171436.00,12702861.60,1,4859,06/06/2022
AMOT,AMOT,1097278,IL0010972789,1.06585,10136,2158.00,2152.0000,No,469678860,45.70,60.00,456006660.00,273603996.00,1,4619,06/06/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.05532,5846,611.10,643.3000,No,956639988,98.28,100.00,956639988.00,956639988.00,1,6048,06/06/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.02426,9459,51710.00,52400.0000,No,18292537,48.06,60.00,18287793.00,10972675.80,1,4607,06/06/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.98361,6811,1000.00,963.7000,No,681099362,60.45,80.00,681099362.00,544879489.60,1,3968,06/06/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.89187,4941,6671.00,6695.0000,No,74060593,79.91,100.00,74060593.00,74060593.00,1,3962,06/06/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.86962,10705,912.00,920.6000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4841,06/06/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.85717,4748,44660.00,44230.0000,No,10632220,86.69,100.00,10632220.00,10632220.00,1,4077,06/06/2022
HAREL,HARL,585018,IL0005850180,0.83508,7709,3625.00,3638.0000,No,212641265,52.99,60.00,212689565.00,127613739.00,1,4099,06/06/2022
KENON,KEN,1134139,SG9999012629,0.82248,10125,18790.00,19360.0000,No,53884436,39.46,45.00,53884436.00,24247996.20,1,4116,06/06/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.81286,10006,8605.00,8604.0000,No,116286668,42.88,45.00,116286668.00,52329000.60,1,4290,06/06/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.80699,7451,5985.00,5866.0000,No,124488481,52.41,60.00,124488481.00,74693088.60,1,3827,06/06/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.76762,9450,2645.00,2650.0000,No,357261237,39.72,45.00,357261237.00,160767556.65,1,3760,06/06/2022
ELECTRA,ELTR,739037,IL0007390375,0.75207,6942,181700.00,182200.0000,No,3820482,51.86,60.00,3821429.00,2292857.40,1,3610,06/06/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.73752,6809,1580.00,1581.0000,No,430963893,53.36,60.00,430963893.00,258578335.80,1,3636,06/06/2022
LIVEPERSON,LPSN,1123017,US5381461012,0.71711,3972,5669.00,5409.0000,No,70073746,83.14,100.00,70073746.00,70073746.00,1,3151,06/06/2022
FORMULA,FORTY,256016,IL0002560162,0.69752,4830,31580.00,32370.0000,No,15294267,62.64,80.00,15294267.00,12235413.60,1,3101,06/06/2022
PARTNER,PTNR,1083484,IL0010834849,0.65005,4501,2431.00,2484.0000,No,185162385,73.07,80.00,185160877.00,148128701.60,1,3361,06/06/2022
REIT 1,RIT1,1098920,IL0010989205,0.64002,3546,1916.00,1902.0000,No,185079891,98.43,100.00,185042590.00,185042590.00,1,3465,06/06/2022
BAZAN,ORL,2590248,IL0025902482,0.62869,4353,135.80,141.7000,No,3205713154,60.55,80.00,3205713154.00,2564570523.20,1,2750,06/06/2022
HILAN,HLAN,1084698,IL0010846983,0.62440,4324,18870.00,19000.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2903,06/06/2022
CAMTEK,CAMT,1095264,IL0010952641,0.62422,4322,9858.00,9893.0000,No,43846643,61.20,80.00,43846643.00,35077314.40,1,2655,06/06/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.62083,7642,7550.00,7356.0000,No,101224675,38.00,45.00,101224675.00,45551103.75,1,2830,06/06/2022
FOX,FOX,1087022,IL0010870223,0.61866,5712,41980.00,41220.0000,No,13606183,57.27,60.00,13606183.00,8163709.80,1,3212,06/06/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.54893,3041,6959.00,6819.0000,No,43696723,100.00,100.00,43696723.00,43696723.00,1,2980,06/06/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.54834,5063,14280.00,14660.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2487,06/06/2022
MEGA OR,MGOR,1104488,IL0011044885,0.54723,3789,10400.00,10320.0000,No,36435333,61.33,80.00,36435333.00,29148266.40,1,2306,06/06/2022
MAYTRONICS,MTRN,1091065,IL0010910656,0.54480,6707,6139.00,6208.0000,No,109259460,43.71,45.00,109245208.00,49160343.60,1,2965,06/06/2022
OPC ENERGY,OPCE,1141571,IL0011415713,0.54186,6670,3298.00,3435.0000,No,202255647,41.24,45.00,202255647.00,91015041.15,1,2865,06/06/2022
MATRIX,MTRX,445015,IL0004450156,0.53816,4969,7900.00,8000.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2582,06/06/2022
