Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 19/10/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
NICE,NICE,273011,IL0002730112,5.06619,43132,67890.00,67990.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.63697,43195,11/10/2022
TEVA,TEVA,629014,IL0006290147,5.06219,33150,2985.00,2933.0000,No,1110552397,99.48,100.00,1110552397.00,1110552397.00,0.82811,32403,11/10/2022
POALIM,POLI,662577,IL0006625771,5.01350,42525,3181.00,3217.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.63934,40559,11/10/2022
LEUMI,LUMI,604611,IL0006046119,4.87897,48815,3162.00,3239.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.54201,49999,11/10/2022
ICL,ICL,281014,IL0002810146,4.32278,39070,3031.00,3039.0000,No,1289017967,55.99,60.00,1289017967.00,773410780.20,1,21933,11/10/2022
DISCOUNT,DSCT,691212,IL0006912120,4.22684,22922,1853.00,1870.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,23132,11/10/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.60893,32627,12690.00,12840.0000,No,257107926,58.41,60.00,257038885.00,154223331.00,1,19283,11/10/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.60463,32579,73480.00,73500.0000,No,44337770,55.84,60.00,44337770.00,26602662.00,1,18197,11/10/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.20921,17403,31190.00,30700.0000,No,55797683,80.18,100.00,55797683.00,55797683.00,1,13735,11/10/2022
TOWER,TSEM,1082379,IL0010823792,3.05311,16603,15150.00,15100.0000,No,109589209,100.00,100.00,109285552.00,109285552.00,1,16548,11/10/2022
BEZEQ,BEZQ,230011,IL0002300114,2.46827,16732,605.00,612.0000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12388,11/10/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.99511,30912,25490.00,25700.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9391,11/10/2022
FIBI BANK,FIBI,593038,IL0005930388,1.63180,14749,14700.00,14900.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,7720,11/10/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.48738,8066,4488.00,4351.0000,No,179722469,84.61,100.00,179722469.00,179722469.00,1,6616,11/10/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.43275,7770,764.90,750.9000,No,1015824459,98.38,100.00,1015775454.00,1015775454.00,1,7504,11/10/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.40289,9510,5370.00,5510.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,7402,11/10/2022
PHOENIX,PHOE,767012,IL0007670123,1.37176,9299,3698.00,3675.0000,No,251465825,66.51,80.00,251451003.00,201160802.40,1,6146,11/10/2022
MELISRON,MLSR,323014,IL0003230146,1.35408,12238,25770.00,25790.0000,No,47491202,48.47,60.00,47491202.00,28494721.20,1,5937,11/10/2022
MIVNE,MVNE,226019,IL0002260193,1.31382,8906,1132.00,1100.0000,No,786741865,77.60,80.00,786741865.00,629393492.00,1,6716,11/10/2022
NOVA,NVMI,1084557,IL0010845571,1.30496,7077,24670.00,25660.0000,No,28685413,100.00,100.00,28685413.00,28685413.00,1,7361,11/10/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.25244,11320,147040.00,147500.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,5536,11/10/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.15837,10470,57030.00,56980.0000,No,18359187,48.07,60.00,18358080.00,11014848.00,1,5029,11/10/2022
AMOT,AMOT,1097278,IL0010972789,1.12285,10149,2160.00,2092.0000,No,469839877,45.72,60.00,469839877.00,281903926.20,1,4494,11/10/2022
SHUFERSAL,SAE,777037,IL0007770378,1.11742,6060,2281.00,2253.0000,No,265658112,99.82,100.00,265658112.00,265658112.00,1,5975,11/10/2022
BIG,BIG,1097260,IL0010972607,1.01915,9211,38440.00,38350.0000,No,23962720,47.37,60.00,23962720.00,14377632.00,1,4353,11/10/2022
ELECTRA,ELTR,739037,IL0007390375,0.88356,7986,208220.00,207220.0000,No,3835258,52.05,60.00,3835258.00,2301154.80,1,4137,11/10/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.87015,10486,2935.00,2912.0000,No,357280030,39.72,45.00,357280030.00,160776013.50,1,4132,11/10/2022
ENERGIX,ENRG,1123355,IL0011233553,0.85636,7740,1413.00,1384.0000,No,547790774,47.64,60.00,547767774.00,328660664.40,1,3612,11/10/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.82358,9927,8533.00,8584.0000,No,116336927,42.90,45.00,116312440.00,52340598.00,1,4284,11/10/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.82129,7423,5975.00,5879.0000,No,124233780,52.31,60.00,124233780.00,74540268.00,1,3821,11/10/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.80339,9682,824.80,802.2000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4219,11/10/2022
HAREL,HARL,585018,IL0005850180,0.78340,7072,3345.00,3345.0000,No,211391846,52.43,60.00,211673759.00,127004255.40,1,3707,11/10/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.78248,4243,39910.00,41000.0000,No,10632220,90.31,100.00,10632220.00,10632220.00,1,3937,11/10/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.74356,6720,1487.00,1452.0000,No,451946478,53.36,60.00,451946478.00,271167886.80,1,3502,11/10/2022
OPC ENERGY,OPCE,1141571,IL0011415713,0.74138,9466,4218.00,4229.0000,No,224413144,45.30,45.00,211813865.00,95316239.25,1,4299,11/10/2022
PARTNER,PTNR,1083484,IL0010834849,0.73605,4989,2683.00,2655.0000,No,185965217,73.19,80.00,185964271.00,148771416.80,1,3614,11/10/2022
REIT 1,RIT1,1098920,IL0010989205,0.69582,3773,1950.00,1949.0000,No,193507440,98.35,100.00,193507440.00,193507440.00,1,3709,11/10/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.69290,4697,6342.00,6126.0000,No,74060593,79.81,80.00,74060593.00,59248474.40,1,3621,11/10/2022
PERION NETWORK,PERI,1095819,IL0010958192,0.67502,3661,8196.00,8246.0000,No,44662968,100.00,100.00,44662968.00,44662968.00,1,3683,11/10/2022
FORMULA,FORTY,256016,IL0002560162,0.65170,4418,28840.00,28360.0000,No,15317667,62.70,80.00,15317667.00,12254133.60,1,2724,11/10/2022
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.63678,7674,7581.00,7575.0000,No,101224675,37.99,45.00,101224675.00,45551103.75,1,2913,11/10/2022
HILAN,HLAN,1084698,IL0010846983,0.63513,4305,18790.00,18750.0000,No,22912677,66.69,80.00,22912677.00,18330141.60,1,2865,11/10/2022
FIBI HOLDINGS,FIBIH,763011,IL0007630119,0.62957,5690,16050.00,16230.0000,No,35452640,47.85,60.00,35452640.00,21271584.00,1,2753,11/10/2022
BAZAN,ORL,2590248,IL0025902482,0.60453,4098,127.80,130.5000,No,3206514812,60.24,80.00,3206514812.00,2565211849.60,1,2521,11/10/2022
FOX,FOX,1087022,IL0010870223,0.60173,5439,39840.00,40920.0000,No,13651056,57.08,60.00,13651056.00,8190633.60,1,3188,11/10/2022
KENON,KEN,1134139,SG9999012629,0.58310,7027,13040.00,13090.0000,No,53887154,39.54,45.00,53887154.00,24249219.30,1,2789,11/10/2022
MEGA OR,MGOR,1104488,IL0011044885,0.55176,3740,10260.00,10200.0000,No,36453848,61.35,80.00,36453848.00,29163078.40,1,2281,11/10/2022
MATRIX,MTRX,445015,IL0004450156,0.54000,4881,7760.00,7655.0000,No,62894287,51.31,60.00,62894287.00,37736572.20,1,2470,11/10/2022
DELEK AUTOMOTIV,DLEA,829010,IL0008290103,0.52144,4795,4945.00,5000.0000,No,96975959,56.11,60.00,95305959.00,57183575.40,1,2721,11/10/2022
