Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 01/06/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
POALIM,POLI,662577,IL0006625771,5.33722,41068,3072.00,3132.0000,No,1336837006,92.03,100.00,1336485845.00,1336485845.00,0.72009,38533,10/05/2022
LEUMI,LUMI,604611,IL0006046119,5.23576,47931,3299.00,3350.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.60509,48667,10/05/2022
NICE,NICE,273011,IL0002730112,5.20751,42536,67010.00,67200.0000,No,63476860,100.00,100.00,63476860.00,63476860.00,0.67816,42656,10/05/2022
TEVA,TEVA,629014,IL0006290147,4.81151,32922,2965.00,3042.0000,No,1110352397,99.49,100.00,1103329696.00,1103329696.00,0.81472,33605,10/05/2022
ICL,ICL,281014,IL0002810146,4.78651,46595,3620.00,3630.0000,Yes,1287151147,55.92,60.00,1287151147.00,772290688.20,0.94839,26128,10/05/2022
DISCOUNT,DSCT,691212,IL0006912120,4.19831,23256,1880.00,1937.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,23961,10/05/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.23915,29907,67470.00,69640.0000,No,44326891,55.83,60.00,44322645.00,26593587.00,1,17234,10/05/2022
TOWER,TSEM,1082379,IL0010823792,3.22745,17878,16390.00,16040.0000,No,109078276,100.00,100.00,109078276.00,109078276.00,1,17496,10/05/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.02830,27967,10900.00,11550.0000,No,256574035,58.32,60.00,256494567.00,153896740.20,1,17283,10/05/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.85173,15797,28180.00,27730.0000,No,56056350,80.28,100.00,56056350.00,56056350.00,1,12479,10/05/2022
BEZEQ,BEZQ,230011,IL0002300114,2.04855,14184,512.90,512.2000,No,2765540626,73.19,80.00,2765540626.00,2212432500.80,1,10367,10/05/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.90645,30173,24880.00,25240.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9223,10/05/2022
NOVA,NVMI,1084557,IL0010845571,1.80988,10060,35080.00,35500.0000,No,28677310,100.00,100.00,28579044.00,28579044.00,1,10180,10/05/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.52323,8438,4838.00,4833.0000,No,174403669,84.61,100.00,174403669.00,174403669.00,1,7132,10/05/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.49263,13780,179000.00,179000.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,6718,10/05/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.45193,10053,5677.00,5540.0000,No,177089406,73.06,80.00,177089406.00,141671524.80,1,7168,10/05/2022
FIBI BANK,FIBI,593038,IL0005930388,1.37146,12662,12620.00,12990.0000,Yes,100330040,51.64,60.00,100330040.00,60198024.00,1,6730,10/05/2022
PHOENIX,PHOE,767012,IL0007670123,1.33398,9241,3677.00,3630.0000,No,251316365,64.15,80.00,251201826.00,200961460.80,1,5852,10/05/2022
MIVNE,MVNE,226019,IL0002260193,1.23550,8555,1065.00,1065.0000,No,803266889,76.01,80.00,803266889.00,642613511.20,1,6502,10/05/2022
MELISRON,MLSR,323014,IL0003230146,1.22844,11341,23890.00,24000.0000,No,47472672,48.45,60.00,47472672.00,28483603.20,1,5520,10/05/2022
SHUFERSAL,SAE,777037,IL0007770378,1.17470,6509,2450.00,2434.0000,No,265654749,99.84,100.00,265592983.00,265592983.00,1,6456,10/05/2022
AMOT,AMOT,1097278,IL0010972789,1.10117,10488,2233.00,2223.0000,No,469678860,45.70,60.00,455273103.00,273163861.80,1,4772,10/05/2022
BIG,BIG,1097260,IL0010972607,1.09261,10088,47650.00,47660.0000,No,21171682,49.89,60.00,21169297.00,12701578.20,1,5034,10/05/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.05976,9786,53500.00,53200.0000,No,18291602,48.06,60.00,18287793.00,10972675.80,1,4677,10/05/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.05001,5816,608.00,622.2000,No,956639988,98.28,100.00,956639988.00,956639988.00,1,5850,10/05/2022
OPKO HEALTH,OPK,1129543,US68375N1037,1.02890,7124,1046.00,998.0000,No,681099362,60.45,80.00,681099362.00,544879489.60,1,4109,10/05/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.88578,10904,928.90,925.3000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4866,10/05/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.88197,4886,45950.00,45620.0000,No,10632220,86.69,100.00,10632220.00,10632220.00,1,4205,10/05/2022
HAREL,HARL,585018,IL0005850180,0.84331,7784,3660.00,3710.0000,No,212673265,53.00,60.00,212720865.00,127632519.00,1,4182,10/05/2022
