Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 11/05/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
LEUMI,LUMI,604611,IL0006046119,5.19825,47321,3257.00,3340.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.60509,48522,10/05/2022
NICE,NICE,273011,IL0002730112,5.10168,41438,65280.00,63830.0000,No,63476860,100.00,100.00,63476860.00,63476860.00,0.67816,40517,10/05/2022
POALIM,POLI,662577,IL0006625771,5.09651,38985,2917.00,3021.0000,No,1336485845,92.03,100.00,1336485845.00,1336485845.00,0.72009,37157,10/05/2022
ICL,ICL,281014,IL0002810146,4.78957,46363,3602.00,3949.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,0.94839,28424,10/05/2022
TEVA,TEVA,629014,IL0006290147,4.25931,28980,2610.00,2626.0000,No,1110352397,99.49,100.00,1103329696.00,1103329696.00,0.81472,29009,10/05/2022
DISCOUNT,DSCT,691212,IL0006912120,4.21076,23194,1875.00,1900.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,23503,10/05/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.36942,30936,69790.00,69600.0000,No,44326891,55.83,60.00,44322645.00,26593587.00,1,17224,10/05/2022
TOWER,TSEM,1082379,IL0010823792,3.25556,17932,16440.00,16380.0000,No,109078276,100.00,100.00,109078276.00,109078276.00,1,17867,10/05/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.02582,27787,10830.00,11130.0000,No,256574035,58.32,60.00,256494567.00,153896740.20,1,16654,10/05/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.65410,14619,26080.00,25500.0000,No,56056350,80.27,100.00,56056350.00,56056350.00,1,11474,10/05/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.99734,31434,25920.00,26070.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9526,10/05/2022
BEZEQ,BEZQ,230011,IL0002300114,1.97214,13579,491.00,496.7000,No,2765540626,73.19,80.00,2765540626.00,2212432500.80,1,10054,10/05/2022
NOVA,NVMI,1084557,IL0010845571,1.71891,9501,33130.00,32450.0000,No,28677310,100.00,100.00,28579044.00,28579044.00,1,9306,10/05/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.62712,8963,5139.00,5056.0000,No,174403669,84.61,100.00,174403669.00,174403669.00,1,7461,10/05/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.57316,14442,187600.00,203070.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,7621,10/05/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.40842,9697,5476.00,5547.0000,No,177089406,71.02,80.00,177089406.00,141671524.80,1,6976,10/05/2022
FIBI BANK,FIBI,593038,IL0005930388,1.40433,12892,12850.00,12880.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,6673,10/05/2022
PHOENIX,PHOE,767012,IL0007670123,1.30174,8967,3568.00,3471.0000,No,251316365,64.15,80.00,251201826.00,200961460.80,1,5596,10/05/2022
MIVNE,MVNE,226019,IL0002260193,1.29613,8924,1111.00,1094.0000,No,803266889,76.01,80.00,803266889.00,642613511.20,1,6680,10/05/2022
SHUFERSAL,SAE,777037,IL0007770378,1.24641,6866,2585.00,2548.0000,No,265592983,99.84,100.00,265592983.00,265592983.00,1,6756,10/05/2022
MELISRON,MLSR,323014,IL0003230146,1.24364,11417,24050.00,24400.0000,No,47472672,48.45,60.00,47472672.00,28483603.20,1,5612,10/05/2022
AMOT,AMOT,1097278,IL0010972789,1.14358,10516,2306.00,2332.0000,No,456006660,45.61,60.00,455273103.00,273163861.80,1,4850,10/05/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.10786,6102,637.90,625.0000,No,956639988,98.28,100.00,956639988.00,956639988.00,1,5876,10/05/2022
