Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 22/09/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
POALIM,POLI,662577,IL0006625771,5.36595,43902,3284.00,3269.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.67573,41215,04/09/2022
LEUMI,LUMI,604611,IL0006046119,5.10662,50683,3283.00,3282.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.55703,50663,04/09/2022
NICE,NICE,273011,IL0002730112,4.80711,43030,67730.00,65950.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.61762,41899,04/09/2022
DISCOUNT,DSCT,691212,IL0006912120,4.39671,24307,1965.00,1948.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,24097,04/09/2022
TEVA,TEVA,629014,IL0006290147,4.24070,32517,2928.00,2804.0000,No,1110552397,99.48,100.00,1110552397.00,1110552397.00,0.721,30978,04/09/2022
ICL,ICL,281014,IL0002810146,4.21033,38851,3014.00,3001.0000,No,1289017967,55.99,60.00,1287151147.00,772290688.20,1,21659,04/09/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.73177,34418,13390.00,13240.0000,No,257038885,58.40,60.00,256797600.00,154078560.00,1,19875,04/09/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.41982,31511,71070.00,72150.0000,No,44337770,55.84,60.00,44337770.00,26602662.00,1,17863,04/09/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.37803,18675,33470.00,32470.0000,No,55797683,80.18,100.00,55797683.00,55797683.00,1,14527,04/09/2022
TOWER,TSEM,1082379,IL0010823792,3.05410,16885,15450.00,15520.0000,No,109285552,100.00,100.00,109285552.00,109285552.00,1,16961,04/09/2022
BEZEQ,BEZQ,230011,IL0002300114,2.42113,16732,605.00,605.2000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12250,04/09/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,2.03993,32222,26570.00,26080.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,9529,04/09/2022
