Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 13/06/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,5.63478,31090,2800.00,2760.0000,No,1110352397,99.49,100.00,1110352397.00,1110352397.00,0.95498,30489,06/06/2022
NICE,NICE,273011,IL0002730112,5.32096,42815,67450.00,65000.0000,No,63531636,100.00,100.00,63476860.00,63476860.00,0.65483,41296,06/06/2022
POALIM,POLI,662577,IL0006625771,5.22004,40867,3057.00,2923.0000,No,1336837006,92.03,100.00,1336485845.00,1336485845.00,0.67321,35961,06/06/2022
LEUMI,LUMI,604611,IL0006046119,4.96757,45912,3160.00,3023.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.57011,43917,06/06/2022
ICL,ICL,281014,IL0002810146,4.60439,43583,3386.00,3375.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,0.92777,24292,06/06/2022
DISCOUNT,DSCT,691212,IL0006912120,4.40189,23194,1875.00,1781.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,22031,06/06/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.33140,29256,66000.00,68850.0000,No,44326891,55.83,60.00,44326891.00,26596134.60,1,17039,06/06/2022
TOWER,TSEM,1082379,IL0010823792,3.30810,17431,15980.00,16100.0000,No,109078276,100.00,100.00,109078276.00,109078276.00,1,17562,06/06/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.27224,28736,11200.00,11050.0000,No,256574035,58.32,60.00,256574035.00,153944421.00,1,16535,06/06/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.86926,15118,26970.00,26370.0000,No,56056350,80.27,100.00,56056350.00,56056350.00,1,11866,06/06/2022
BEZEQ,BEZQ,230011,IL0002300114,2.16704,14273,516.10,506.0000,No,2765543598,73.19,80.00,2765540626.00,2212432500.80,1,10242,06/06/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.88661,28402,23420.00,23180.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,8470,06/06/2022
NOVA,NVMI,1084557,IL0010845571,1.84339,9713,33870.00,32790.0000,No,28677310,100.00,100.00,28677310.00,28677310.00,1,9403,06/06/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.47292,7761,4450.00,4360.0000,No,174403669,84.61,100.00,174403669.00,174403669.00,1,6434,06/06/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.45522,12779,166000.00,166000.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,6230,06/06/2022
FIBI BANK,FIBI,593038,IL0005930388,1.44523,12692,12650.00,12420.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,6435,06/06/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.44169,9496,5362.00,5346.0000,No,177089406,73.06,80.00,177089406.00,141671524.80,1,6917,06/06/2022
PHOENIX,PHOE,767012,IL0007670123,1.25613,8273,3292.00,3203.0000,No,251316365,64.15,80.00,251316365.00,201053092.00,1,5164,06/06/2022
MELISRON,MLSR,323014,IL0003230146,1.22711,10777,22700.00,22050.0000,No,47474009,48.45,60.00,47472672.00,28483603.20,1,5072,06/06/2022
MIVNE,MVNE,226019,IL0002260193,1.17690,7752,965.00,948.1000,No,803266889,76.01,80.00,803266889.00,642613511.20,1,5789,06/06/2022
SHUFERSAL,SAE,777037,IL0007770378,1.10893,5844,2200.00,2190.0000,No,265654749,99.84,100.00,265592983.00,265592983.00,1,5809,06/06/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.09152,5751,601.20,590.6000,No,956639988,98.28,100.00,956639988.00,956639988.00,1,5553,06/06/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.07767,9467,51750.00,49640.0000,No,18294137,48.06,60.00,18287793.00,10972675.80,1,4364,06/06/2022
AMOT,AMOT,1097278,IL0010972789,1.02554,9276,1975.00,1968.0000,No,469678860,45.70,60.00,456006660.00,273603996.00,1,4224,06/06/2022
BIG,BIG,1097260,IL0010972607,0.97397,8553,40400.00,38950.0000,No,21171682,49.89,60.00,21171436.00,12702861.60,1,4114,06/06/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.90856,5984,878.60,835.2000,No,681099362,60.41,80.00,681099362.00,544879489.60,1,3436,06/06/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.89020,10423,888.00,882.2000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4639,06/06/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.87567,4614,6230.00,6052.0000,No,74060593,79.91,100.00,74060593.00,74060593.00,1,3582,06/06/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.83196,4384,41230.00,41320.0000,No,10632220,86.69,100.00,10632220.00,10632220.00,1,3808,06/06/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.81252,9514,2663.00,2663.0000,No,357261237,39.72,45.00,357261237.00,160767556.65,1,3779,06/06/2022
STRAUSS GROUP,STRS,746016,IL0007460160,0.81238,9512,8180.00,8071.0000,No,116286668,42.88,45.00,116286668.00,52329000.60,1,4025,06/06/2022
KENON,KEN,1134139,SG9999012629,0.80580,9435,17510.00,17090.0000,No,53884436,39.46,45.00,53884436.00,24247996.20,1,3634,06/06/2022
AIRPORT CITY,ARPT,1095835,IL0010958358,0.79526,6984,5610.00,5580.0000,No,124488481,52.41,60.00,124488481.00,74693088.60,1,3641,06/06/2022
HAREL,HARL,585018,IL0005850180,0.78035,6849,3222.00,3075.0000,No,212550165,52.97,60.00,212689565.00,127613739.00,1,3462,06/06/2022
ELECTRA,ELTR,739037,IL0007390375,0.77044,6763,177050.00,175990.0000,No,3819269,51.85,60.00,3821429.00,2292857.40,1,3485,06/06/2022
SHIKUN & BINUI,SKBN,1081942,IL0010819428,0.70913,6228,1445.00,1402.0000,No,430979766,53.36,60.00,430963893.00,258578335.80,1,3224,06/06/2022
FORMULA,FORTY,256016,IL0002560162,0.69710,4591,30020.00,28910.0000,No,15294267,62.64,80.00,15294267.00,12235413.60,1,2770,06/06/2022
BAZAN,ORL,2590248,IL0025902482,0.69357,4568,142.50,136.5000,No,3205713154,60.55,80.00,3205713154.00,2564570523.20,1,2650,06/06/2022
