Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 14/06/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
TEVA,TEVA,629014,IL0006290147,5.68212,30646,2760.00,2770.0000,No,1110352397,99.49,100.00,1110352397.00,1110352397.00,0.95498,30600,06/06/2022
NICE,NICE,273011,IL0002730112,5.24570,41296,65000.00,65700.0000,No,63531636,100.00,100.00,63476860.00,63476860.00,0.65483,41740,06/06/2022
POALIM,POLI,662577,IL0006625771,5.10611,39076,2923.00,3009.0000,No,1336837006,92.03,100.00,1336485845.00,1336485845.00,0.67321,37019,06/06/2022
LEUMI,LUMI,604611,IL0006046119,4.86158,43921,3023.00,3110.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.57011,45181,06/06/2022
ICL,ICL,281014,IL0002810146,4.69506,43441,3375.00,3558.0000,No,1287151147,55.92,60.00,1287151147.00,772290688.20,0.92777,25610,06/06/2022
DISCOUNT,DSCT,691212,IL0006912120,4.27744,22031,1781.00,1803.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,22303,06/06/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.55524,30519,68850.00,67800.0000,No,44326891,55.83,60.00,44326891.00,26596134.60,1,16779,06/06/2022
TOWER,TSEM,1082379,IL0010823792,3.40965,17562,16100.00,16120.0000,No,109078276,100.00,100.00,109078276.00,109078276.00,1,17583,06/06/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.30272,28351,11050.00,11050.0000,No,256574035,58.32,60.00,256574035.00,153944421.00,1,16535,06/06/2022
ORMAT TECHNO,ORA,1134402,US6866881021,2.86999,14782,26370.00,26000.0000,No,56056350,80.27,100.00,56056350.00,56056350.00,1,11699,06/06/2022
BEZEQ,BEZQ,230011,IL0002300114,2.17354,13994,506.00,502.7000,No,2765543598,73.19,80.00,2765540626.00,2212432500.80,1,10175,06/06/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.91025,28111,23180.00,23150.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,8459,06/06/2022
NOVA,NVMI,1084557,IL0010845571,1.82569,9403,32790.00,32840.0000,No,28677310,100.00,100.00,28677310.00,28677310.00,1,9418,06/06/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.48871,12779,166000.00,173280.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,6503,06/06/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.47635,7604,4360.00,4330.0000,No,174403669,84.61,100.00,174403669.00,174403669.00,1,6389,06/06/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.47047,9467,5346.00,5450.0000,No,177089406,73.06,80.00,177089406.00,141671524.80,1,7051,06/06/2022
FIBI BANK,FIBI,593038,IL0005930388,1.45161,12461,12420.00,12480.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,6466,06/06/2022
PHOENIX,PHOE,767012,IL0007670123,1.25030,8050,3203.00,3245.0000,No,251316365,64.15,80.00,251316365.00,201053092.00,1,5232,06/06/2022
MELISRON,MLSR,323014,IL0003230146,1.21941,10468,22050.00,21840.0000,No,47474009,48.45,60.00,47472672.00,28483603.20,1,5023,06/06/2022
MIVNE,MVNE,226019,IL0002260193,1.18291,7616,948.10,951.3000,No,803266889,76.01,80.00,803266889.00,642613511.20,1,5808,06/06/2022
SHUFERSAL,SAE,777037,IL0007770378,1.12929,5818,2190.00,2245.0000,No,265654749,99.84,100.00,265592983.00,265592983.00,1,5954,06/06/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.09695,5650,590.60,602.2000,No,956639988,98.28,100.00,956639988.00,956639988.00,1,5662,06/06/2022
DELEK GROUP,DLEKG,1084128,IL0010841281,1.05752,9081,49640.00,52200.0000,No,18294637,48.07,60.00,18287793.00,10972675.80,1,4591,06/06/2022
AMOT,AMOT,1097278,IL0010972789,1.04543,9243,1968.00,1996.0000,No,469678860,45.70,60.00,456006660.00,273603996.00,1,4284,06/06/2022
BIG,BIG,1097260,IL0010972607,0.96063,8246,38950.00,37960.0000,No,21171682,49.89,60.00,21171436.00,12702861.60,1,4010,06/06/2022
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.90474,10355,882.20,905.0000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,4759,06/06/2022
OPKO HEALTH,OPK,1129543,US68375N1037,0.88356,5689,835.20,800.4000,No,681099362,60.41,80.00,681099362.00,544879489.60,1,3293,06/06/2022
CLAL INSURANCE,CLIS,224014,IL0002240146,0.87023,4482,6052.00,6000.0000,No,74060593,79.91,100.00,74060593.00,74060593.00,1,3551,06/06/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.85296,4393,41320.00,40500.0000,No,10632220,86.69,100.00,10632220.00,10632220.00,1,3733,06/06/2022
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.83122,9514,2663.00,2630.0000,No,357261237,39.72,45.00,357261237.00,160767556.65,1,3732,06/06/2022
