Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 24/11/2022
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
POALIM,POLI,662577,IL0006625771,5.22408,43380,3245.00,3220.0000,No,1336837006,94.31,100.00,1336837006.00,1336837006.00,0.64806,40597,06/11/2022
LEUMI,LUMI,604611,IL0006046119,5.21652,49896,3232.00,3196.0000,No,1543805097,99.99,100.00,1543805097.00,1543805097.00,0.56262,49335,06/11/2022
NICE,NICE,273011,IL0002730112,5.09833,42503,66900.00,65790.0000,No,63531636,100.00,100.00,63531636.00,63531636.00,0.64552,41797,06/11/2022
TEVA,TEVA,629014,IL0006290147,5.04838,32972,2969.00,3005.0000,No,1110552397,99.47,100.00,1110552397.00,1110552397.00,0.82395,33195,06/11/2022
DISCOUNT,DSCT,691212,IL0006912120,4.65250,25037,2024.00,2011.0000,No,1237011293,100.00,100.00,1237011293.00,1237011293.00,1,24876,06/11/2022
ICL,ICL,281014,IL0002810146,4.05429,36365,2821.00,2875.0000,No,1289093724,55.99,60.00,1289017967.00,773410780.20,1,20751,06/11/2022
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,3.78392,33944,13200.00,12910.0000,No,257148669,58.42,60.00,257107926.00,154264755.60,1,19394,06/11/2022
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,3.21322,28824,65000.00,65250.0000,No,44344206,55.84,60.00,44337770.00,26602662.00,1,16157,06/11/2022
ORMAT TECHNO,ORA,1134402,US6866881021,3.18314,17207,30700.00,30870.0000,No,56047732,80.25,100.00,55797683.00,55797683.00,1,13885,06/11/2022
TOWER,TSEM,1082379,IL0010823792,3.08519,16603,15150.00,15210.0000,No,109589209,100.00,100.00,109589209.00,109589209.00,1,16669,06/11/2022
BEZEQ,BEZQ,230011,IL0002300114,2.61680,17603,636.50,628.7000,No,2765547168,73.19,80.00,2765547168.00,2212437734.40,1,12726,06/11/2022
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.86300,28645,23620.00,24310.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,8883,06/11/2022
FIBI BANK,FIBI,593038,IL0005930388,1.68017,15070,15020.00,14890.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,7715,06/11/2022
NOVA,NVMI,1084557,IL0010845571,1.59007,8586,29830.00,29690.0000,No,28784184,100.00,100.00,28685413.00,28685413.00,1,8546,06/11/2022
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.55613,10468,5911.00,5972.0000,No,177089406,75.86,80.00,177089406.00,141671524.80,1,8023,06/11/2022
PHOENIX,PHOE,767012,IL0007670123,1.45008,9792,3879.00,3886.0000,No,252434138,66.63,80.00,251465825.00,201172660.00,1,6536,06/11/2022
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.36666,7355,724.00,749.0000,No,1015824459,98.38,100.00,1015824459.00,1015824459.00,1,7485,06/11/2022
MELISRON,MLSR,323014,IL0003230146,1.34970,12106,25490.00,26130.0000,No,47491202,48.47,60.00,47491202.00,28494721.20,1,6015,06/11/2022
MIVNE,MVNE,226019,IL0002260193,1.34500,9048,1150.00,1169.0000,No,786756568,77.60,80.00,786741865.00,629393492.00,1,7137,06/11/2022
ALONY HETZ,ALHE,390013,IL0003900136,1.33620,7191,4001.00,4000.0000,No,179722469,84.61,100.00,179722469.00,179722469.00,1,6083,06/11/2022
ISRAEL CORP,ILCO,576017,IL0005760173,1.17163,10508,136500.00,138990.0000,No,7698467,48.75,60.00,7698467.00,4619080.20,1,5216,06/11/2022
AMOT,AMOT,1097278,IL0010972789,1.15770,10383,2210.00,2175.0000,No,469839877,45.72,60.00,469839877.00,281903926.20,1,4672,06/11/2022
SHUFERSAL,SAE,777037,IL0007770378,1.11320,5991,2255.00,2242.0000,No,265658112,99.82,100.00,265658112.00,265658112.00,1,5945,06/11/2022
OPC ENERGY,OPCE,1141571,IL0011415713,1.04312,9356,4169.00,4162.0000,No,224415697,45.30,60.00,224413144.00,134647886.40,1,4231,06/11/2022
BIG,BIG,1097260,IL0010972607,1.04143,9341,38980.00,39400.0000,No,23962720,47.37,60.00,23962720.00,14377632.00,1,4472,06/11/2022
PAZ OIL,PZOL,1100007,IL0011000077,0.92661,4987,46900.00,46740.0000,No,10632220,90.31,100.00,10632220.00,10632220.00,1,4488,06/11/2022
