Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 11/03/2021
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
LEUMI,LUMI,604611,IL0006046119,5.54639,31499,2168.00,2188.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.7875,31786,07/03/2021
POALIM,POLI,662577,IL0006625771,5.47404,33558,2512.00,2538.0000,No,1335898103,84.24,100.00,1335898103.00,1335898103.00,0.72954,28562,07/03/2021
TEVA,TEVA,629014,IL0006290147,4.99525,40078,3655.00,3720.0000,No,1096511852,99.56,100.00,1096511852.00,1096511852.00,0.55743,40611,07/03/2021
NICE,NICE,273011,IL0002730112,4.26279,47426,75600.00,77060.0000,No,62732298,100.00,100.00,62732298.00,62732298.00,0.40199,48342,07/03/2021
PERRIGO,PRGO,1130699,IE00BGH1M568,4.18514,18717,13730.00,13860.0000,No,136324409,99.89,100.00,136324409.00,136324409.00,1,18874,07/03/2021
DISCOUNT,DSCT,691212,IL0006912120,3.44078,15388,1322.00,1348.0000,No,1164016993,100.00,100.00,1164016993.00,1164016993.00,1,15691,07/03/2021
ICL,ICL,281014,IL0002810146,3.43646,25615,2000.00,2008.0000,No,1280751147,54.12,60.00,1280751147.00,768450688.20,1,13918,07/03/2021
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,2.95647,22037,8640.00,8882.0000,No,255061271,55.96,60.00,255060462.00,153036277.20,1,12677,07/03/2021
ORMAT TECHNO,ORA,1134402,US6866881021,2.87738,16133,28820.00,29000.0000,Yes,55978924,80.32,100.00,55978924.00,55978924.00,0.79765,13039,07/03/2021
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,2.65063,19757,44700.00,45500.0000,No,44200164,55.70,60.00,44200164.00,26520098.40,1,11202,07/03/2021
LIVEPERSON,LPSN,1123017,US5381461012,2.32418,12761,18890.00,18270.0000,No,67554435,92.97,100.00,67554435.00,67554435.00,0.81455,11475,07/03/2021
TOWER,TSEM,1082379,IL0010823792,2.22540,9953,9222.00,9350.0000,No,107923544,100.00,100.00,107923544.00,107923544.00,1,10091,07/03/2021
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.87631,23976,19770.00,20510.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,7494,07/03/2021
NOVA,NVMI,1084557,IL0010845571,1.72249,7704,27340.00,27800.0000,No,28176862,94.01,100.00,28176862.00,28176862.00,1,7364,07/03/2021
ALONY HETZ,ALHE,390013,IL0003900136,1.63068,7293,4219.00,4280.0000,No,172859286,84.60,100.00,172859286.00,172859286.00,1,6259,07/03/2021
BEZEQ,BEZQ,230011,IL0002300114,1.60970,8999,325.40,323.4000,No,2765485753,73.19,80.00,2765485753.00,2212388602.40,1,6546,07/03/2021
SHUFERSAL,SAE,777037,IL0007770378,1.38178,6880,2594.00,2609.0000,No,265233976,99.92,100.00,238233976.00,238233976.00,1,6914,07/03/2021
FIBI BANK,FIBI,593038,IL0005930388,1.22945,9164,9134.00,9260.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,4798,07/03/2021
SHIKUN & BINUI,SKBN,1081942,IL0010819428,1.15839,8635,2012.00,2012.0000,No,429151973,53.21,60.00,429151973.00,257491183.80,1,4594,07/03/2021
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.15205,5738,625.30,656.8000,No,917621652,98.22,100.00,823980252.00,823980252.00,1,5920,07/03/2021
MELISRON,MLSR,323014,IL0003230146,1.10554,8241,17370.00,18200.0000,No,47441367,48.42,60.00,47441367.00,28464820.20,1,4181,07/03/2021
MIVNE,MVNE,226019,IL0002260193,1.10263,6164,752.90,766.5000,No,818725670,73.20,80.00,818725670.00,654980536.00,1,4594,07/03/2021
STRAUSS GROUP,STRS,746016,IL0007460160,1.06554,10590,9119.00,9333.0000,No,116129716,42.78,45.00,116129716.00,52258372.20,1,4637,07/03/2021
ENERGEAN,ENOG,1155290,GB00BG12Y042,1.01969,7601,4292.00,4176.0000,No,177089406,54.69,60.00,177089406.00,106253643.60,1,4044,07/03/2021
OPKO HEALTH,OPK,1129543,US68375N1037,1.01095,10128,1512.00,1443.0000,No,669828892,59.78,60.00,669828892.00,401897335.20,0.74404,5778,07/03/2021
