Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 20/12/2020
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
LEUMI,LUMI,604611,IL0006046119,5.28322,27765,1911.00,1889.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.77798,27442,06/12/2020
POALIM,POLI,662577,IL0006625771,4.94437,29256,2190.00,2145.0000,No,1335898103,84.20,100.00,1335898103.00,1335898103.00,0.69097,24128,06/12/2020
TEVA,TEVA,629014,IL0006290147,4.91133,36540,3334.00,3219.0000,No,1095971556,99.59,100.00,1095971556.00,1095971556.00,0.54954,35135,06/12/2020
NICE,NICE,273011,IL0002730112,4.86914,53580,85410.00,88200.0000,No,62732298,100.00,100.00,62732298.00,62732298.00,0.37155,55330,06/12/2020
PERRIGO,PRGO,1130699,IE00BGH1M568,4.53874,20749,15220.00,14730.0000,No,136324409,99.91,100.00,136324409.00,136324409.00,0.89436,20063,06/12/2020
DISCOUNT,DSCT,691212,IL0006912120,3.30257,13503,1160.00,1155.0000,No,1164016993,99.99,100.00,1164016993.00,1164016993.00,1,13443,06/12/2020
LIVEPERSON,LPSN,1123017,US5381461012,3.12627,12782,19360.00,20420.0000,No,66021647,92.84,100.00,66021647.00,66021647.00,1,12516,06/12/2020
ICL,ICL,281014,IL0002810146,2.88088,19631,1533.00,1511.0000,No,1280551147,54.10,60.00,1280551147.00,768330688.20,1,10468,06/12/2020
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,2.65222,18073,40890.00,39770.0000,No,44198330,55.70,60.00,44198330.00,26518998.00,1,9791,06/12/2020
ORMAT TECHNO,ORA,1134402,US6866881021,2.63405,14720,26360.00,27750.0000,No,55841090,80.27,80.00,51068590.00,40854872.00,1,12439,06/12/2020
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,2.62077,17859,7002.00,6940.0000,No,255054676,55.96,60.00,255047214.00,153028328.40,1,9905,06/12/2020
TOWER,TSEM,1082379,IL0010823792,2.12117,8672,8064.00,8070.0000,No,107544989,100.00,100.00,107544989.00,107544989.00,1,8679,06/12/2020
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.96213,22921,18900.00,18720.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,6840,06/12/2020
ALONY HETZ,ALHE,390013,IL0003900136,1.88487,7710,4460.00,4326.0000,No,172859286,84.58,100.00,172787201.00,172787201.00,1,6325,06/12/2020
BEZEQ,BEZQ,230011,IL0002300114,1.78571,9126,330.00,326.9000,No,2765485753,73.19,80.00,2765485753.00,2212388602.40,1,6617,06/12/2020
NOVA,NVMI,1084557,IL0010845571,1.58867,6495,23000.00,22550.0000,No,28240418,90.77,100.00,28240418.00,28240418.00,1,5780,06/12/2020
SHUFERSAL,SAE,777037,IL0007770378,1.45731,5958,2501.00,2490.0000,No,238233976,99.99,100.00,238233976.00,238233976.00,1,5931,06/12/2020
OPKO HEALTH,OPK,1129543,US68375N1037,1.42534,9713,1450.00,1458.0000,No,669828892,59.95,60.00,669828892.00,401897335.20,1,5855,06/12/2020
MIVNE,MVNE,226019,IL0002260193,1.26824,6528,797.30,777.0000,No,818725670,73.20,80.00,812930670.00,650344536.00,1,4657,06/12/2020
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.24597,5094,619.00,625.5000,No,822966282,98.01,100.00,822966282.00,822966282.00,1,5045,06/12/2020
FIBI BANK,FIBI,593038,IL0005930388,1.23797,8436,8408.00,8254.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,4276,06/12/2020
STRAUSS GROUP,STRS,746016,IL0007460160,1.21853,11074,9537.00,9479.0000,No,116111933,42.77,45.00,116085081.00,52238286.45,1,4707,06/12/2020
SHIKUN & BINUI,SKBN,1081942,IL0010819428,1.06724,6967,1706.00,1693.0000,No,408591653,53.23,60.00,426280507.00,255768304.20,1,3682,15/12/2020
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.96831,8798,2469.00,2408.0000,No,356353495,39.56,45.00,356324162.00,160345872.90,1,3395,06/12/2020
HAREL,HARL,585018,IL0005850180,0.91865,6260,2920.00,2879.0000,No,214378773,53.51,60.00,214378773.00,128627263.80,1,3303,06/12/2020
PHOENIX,PHOE,767012,IL0007670123,0.91336,6224,2444.00,2391.0000,No,254656498,56.55,60.00,254656498.00,152793898.80,1,3443,06/12/2020
ELECTRA,ELTR,739037,IL0007390375,0.88094,6004,159000.00,155070.0000,No,3776195,51.30,60.00,3775399.00,2265239.40,1,3004,06/12/2020
MELISRON,MLSR,323014,IL0003230146,0.86151,7827,16500.00,16110.0000,No,47438518,44.41,45.00,47438518.00,21347333.10,1,3394,06/12/2020
AIRPORT CITY,ARPT,1095835,IL0010958358,0.85627,5835,4687.00,4700.0000,No,124488481,52.41,60.00,124488481.00,74693088.60,1,3066,06/12/2020
GAV YAM,GVYM,759019,IL0007590198,0.83411,5684,2659.00,2546.0000,No,213757100,51.58,60.00,213757100.00,128254260.00,1,2807,06/12/2020
COMPUGEN,CGEN,1085208,IL0010852080,0.82421,3370,4075.00,4111.0000,No,82694209,99.88,100.00,82694209.00,82694209.00,1,3395,06/12/2020
ENERGEAN,ENOG,1155290,GB00BG12Y042,0.81551,5557,3138.00,3010.0000,No,177089406,54.69,60.00,177089406.00,106253643.60,1,2915,06/12/2020
CLAL INSURANCE,CLIS,224014,IL0002240146,0.79979,3270,4834.00,4780.0000,No,67644867,88.16,100.00,67644867.00,67644867.00,1,2851,06/12/2020
AMOT,AMOT,1097278,IL0010972789,0.79407,7226,1764.00,1711.0000,No,409615416,42.42,45.00,408990098.00,184045544.10,1,2973,06/12/2020
PAZ OIL,PZOL,1100007,IL0011000077,0.78036,3150,32800.00,32620.0000,No,9599016,100.00,100.00,9727189.00,9727189.00,1,3131,06/12/2020
FORMULA,FORTY,256016,IL0002560162,0.75773,3873,25320.00,25230.0000,No,15294267,62.51,80.00,15294267.00,12235413.60,1,2412,06/12/2020
ENERGIX,ENRG,1123355,IL0011233553,0.71445,6581,1369.00,1336.0000,No,480937641,44.50,45.00,474154934.00,213369720.30,1,2859,06/12/2020
REIT 1,RIT1,1098920,IL0010989205,0.69971,2861,1601.00,1571.0000,No,178688483,98.40,100.00,178687809.00,178687809.00,1,2762,06/12/2020
MEGA OR,MGOR,1104488,IL0011044885,0.68991,3526,9700.00,9668.0000,No,36349436,61.31,80.00,36349436.00,29079548.80,1,2155,06/12/2020
HILAN,HLAN,1084698,IL0010846983,0.67648,3457,15350.00,15420.0000,No,22522677,66.70,80.00,22522677.00,18018141.60,1,2316,06/12/2020
DANEL,DANE,314013,IL0003140139,0.67225,2749,51620.00,51600.0000,No,5324487,87.41,100.00,5324487.00,5324487.00,1,2402,06/12/2020
SAPIENS,SPNS,1087659,KYG7T16G1039,0.66986,4973,9100.00,9044.0000,No,54647347,54.61,60.00,50159876.00,30095925.60,1,2699,06/12/2020
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.64999,5910,5872.00,5827.0000,No,100652083,37.64,45.00,100570898.00,45256904.10,1,2208,06/12/2020
ISRAEL CORP,ILCO,576017,IL0005760173,0.64397,4388,57000.00,55810.0000,No,7698467,47.50,60.00,7698467.00,4619080.20,1,2041,06/12/2020
