Index Composition - Weights TA-125,,,,,,,,,,,,,,,,
As of 24/03/2021
Name,Symbol ,Security No,ISIN ,Weight (%),Market Cap (NIS millions),Base Price (0.01 NIS),Closing Price (0.01 NIS),Ex.,Capital Listed for Trading,Free Float Rate,Index Adjusted Free Float Rate,Index Adjusted No. of Shares (IANS),Index Adjusted Free Float,Weight Factor,Free Float Market Cap (NIS millions),Last IANS Update
POALIM,POLI,662577,IL0006625771,5.49419,34360,2572.00,2590.0000,No,1335921743,84.24,100.00,1335898103.00,1335898103.00,0.72954,29147,07/03/2021
LEUMI,LUMI,604611,IL0006046119,5.42942,31455,2165.00,2180.0000,No,1452896006,99.99,100.00,1452896006.00,1452896006.00,0.7875,31670,07/03/2021
TEVA,TEVA,629014,IL0006290147,5.20213,42578,3883.00,3818.0000,No,1096511852,99.56,100.00,1096511852.00,1096511852.00,0.55743,41681,07/03/2021
NICE,NICE,273011,IL0002730112,4.21074,47789,76180.00,73400.0000,No,62732298,100.00,100.00,62732298.00,62732298.00,0.40199,46046,07/03/2021
PERRIGO,PRGO,1130699,IE00BGH1M568,4.17726,19058,13980.00,14060.0000,No,136324409,99.90,100.00,136324409.00,136324409.00,1,19148,07/03/2021
DISCOUNT,DSCT,691212,IL0006912120,3.53617,16133,1386.00,1404.0000,No,1164016993,100.00,100.00,1164016993.00,1164016993.00,1,16343,07/03/2021
ICL,ICL,281014,IL0002810146,3.35181,25487,1990.00,1983.0000,No,1280751147,54.12,60.00,1280751147.00,768450688.20,1,13745,07/03/2021
MIZRAHI TEFAHOT,MZTF,695437,IL0006954379,2.87801,21884,8580.00,8759.0000,No,255061271,55.96,60.00,255060462.00,153036277.20,1,12502,07/03/2021
ELBIT SYSTEMS,ESLT,1081124,IL0010811243,2.62506,19961,45160.00,46110.0000,No,44200164,55.70,60.00,44200164.00,26520098.40,1,11352,07/03/2021
ORMAT TECHNO,ORA,1134402,US6866881021,2.52112,14420,25760.00,25350.0000,No,55978924,80.32,100.00,55978924.00,55978924.00,0.79765,11398,07/03/2021
TOWER,TSEM,1082379,IL0010823792,2.31419,10558,9783.00,9370.0000,No,107923544,100.00,100.00,107923544.00,107923544.00,1,10112,07/03/2021
LIVEPERSON,LPSN,1123017,US5381461012,2.16133,12106,17920.00,17060.0000,No,67554435,92.97,100.00,67554435.00,67554435.00,0.81455,10715,07/03/2021
AZRIELI GROUP,AZRG,1119478,IL0011194789,1.96023,25552,21070.00,21240.0000,No,121272760,30.13,35.00,121272760.00,42445466.00,1,7761,07/03/2021
NOVA,NVMI,1084557,IL0010845571,1.79843,8205,29120.00,28850.0000,No,28176862,94.01,100.00,28176862.00,28176862.00,1,7642,07/03/2021
BEZEQ,BEZQ,230011,IL0002300114,1.63516,9325,337.20,337.1000,No,2765485753,73.19,80.00,2765485753.00,2212388602.40,1,6823,07/03/2021
ALONY HETZ,ALHE,390013,IL0003900136,1.60684,7331,4241.00,4293.0000,No,172859286,84.60,100.00,172859286.00,172859286.00,1,6278,07/03/2021
SHUFERSAL,SAE,777037,IL0007770378,1.39420,7082,2670.00,2676.0000,No,265233976,99.92,100.00,238233976.00,238233976.00,1,7092,07/03/2021
FIBI BANK,FIBI,593038,IL0005930388,1.23817,9415,9384.00,9310.0000,No,100330040,51.64,60.00,100330040.00,60198024.00,1,4824,07/03/2021
MIVNE,MVNE,226019,IL0002260193,1.18438,6754,825.00,826.5000,No,818725670,73.20,80.00,818725670.00,654980536.00,1,4953,07/03/2021
MELISRON,MLSR,323014,IL0003230146,1.16046,8824,18600.00,18570.0000,No,47441367,48.42,60.00,47441367.00,28464820.20,1,4266,07/03/2021
ENLIGHT ENERGY,ENLT,720011,IL0007200111,1.12047,5693,620.40,611.0000,No,917621652,98.22,100.00,823980252.00,823980252.00,1,5507,07/03/2021
SHIKUN & BINUI,SKBN,1081942,IL0010819428,1.10054,8368,1950.00,1971.0000,No,429151973,53.21,60.00,429151973.00,257491183.80,1,4501,07/03/2021
STRAUSS GROUP,STRS,746016,IL0007460160,1.08609,11011,9482.00,9280.0000,No,116129716,42.78,45.00,116129716.00,52258372.20,1,4610,07/03/2021
OPKO HEALTH,OPK,1129543,US68375N1037,1.06965,10932,1632.00,1530.0000,No,669828892,59.78,60.00,669828892.00,401897335.20,0.74404,6126,07/03/2021
ENERGEAN,ENOG,1155290,GB00BG12Y042,0.95882,7291,4117.00,4126.0000,No,177089406,54.69,60.00,177089406.00,106253643.60,1,3996,07/03/2021
PHOENIX,PHOE,767012,IL0007670123,0.93069,7077,2779.00,2812.0000,No,254656498,56.49,60.00,254656498.00,152793898.80,1,4045,07/03/2021
BIG,BIG,1097260,IL0010972607,0.92615,7144,36000.00,35790.0000,No,19847166,48.42,60.00,19562235.00,11737341.00,1,3439,07/03/2021
HAREL,HARL,585018,IL0005850180,0.91628,6967,3250.00,3346.0000,No,214378773,53.51,60.00,214378773.00,128627263.80,1,3838,07/03/2021
ELECTRA,ELTR,739037,IL0007390375,0.84065,6392,169450.00,167670.0000,No,3772361,51.25,60.00,3772361.00,2263416.60,1,3242,07/03/2021
SHAPIR      ENG,SPEN,1133875,IL0011338758,0.83047,8421,2361.00,2348.0000,No,356682485,39.62,45.00,356617641.00,160477938.45,1,3318,07/03/2021
CLAL INSURANCE,CLIS,224014,IL0002240146,0.82185,3750,5543.00,5513.0000,No,67644867,87.64,100.00,67644867.00,67644867.00,1,3268,07/03/2021
FORMULA,FORTY,256016,IL0002560162,0.81313,4637,30320.00,30100.0000,No,15294267,62.51,80.00,15294267.00,12235413.60,1,2878,07/03/2021
ISRAEL CORP,ILCO,576017,IL0005760173,0.80478,6120,79490.00,79310.0000,No,7698467,47.50,60.00,7698467.00,4619080.20,1,2900,07/03/2021
AIRPORT CITY,ARPT,1095835,IL0010958358,0.76816,5841,4692.00,4717.0000,No,124488481,52.41,60.00,124488481.00,74693088.60,1,3078,07/03/2021
SAPIENS,SPNS,1087659,KYG7T16G1039,0.75984,5778,10570.00,10660.0000,No,54661699,55.28,60.00,54661699.00,32797019.40,1,3221,07/03/2021
CAMTEK,CAMT,1095264,IL0010952641,0.74009,4221,9755.00,9627.0000,No,43266821,60.74,80.00,43266821.00,34613456.80,1,2530,07/03/2021
GAV YAM,GVYM,759019,IL0007590198,0.73877,5618,2628.00,2700.0000,No,213757100,47.01,60.00,213757100.00,128254260.00,1,2713,07/03/2021
AMOT,AMOT,1097278,IL0010972789,0.72662,7368,1797.00,1806.0000,No,410002580,42.47,45.00,409953734.00,184479180.30,1,3145,07/03/2021
MAYTRONICS,MTRN,1091065,IL0010910656,0.68370,6966,6400.00,6450.0000,No,108844432,43.50,45.00,108308492.00,48738821.40,1,3054,07/03/2021
PAZ OIL,PZOL,1100007,IL0011000077,0.67905,3098,32470.00,31450.0000,No,9541384,100.00,100.00,9541384.00,9541384.00,1,3001,07/03/2021
MATRIX,MTRX,445015,IL0004450156,0.67351,5159,8242.00,8114.0000,No,62594515,51.08,60.00,62136913.00,37282147.80,1,2594,07/03/2021
DANEL,DANE,314013,IL0003140139,0.66918,3069,57000.00,56200.0000,No,5384340,87.60,100.00,5356228.00,5356228.00,1,2651,07/03/2021
FOX,FOX,1087022,IL0010870223,0.65899,5011,36950.00,38400.0000,No,13561311,53.81,60.00,13561311.00,8136786.60,1,2802,07/03/2021
OPC ENERGY,OPCE,1141571,IL0011415713,0.64478,6537,3463.00,3421.0000,No,188772387,41.36,45.00,188772387.00,84947574.15,1,2671,07/03/2021
HILAN,HLAN,1084698,IL0010846983,0.63719,3634,16120.00,16250.0000,No,22542677,66.64,80.00,22542677.00,18034141.60,1,2441,07/03/2021
MEGA OR,MGOR,1104488,IL0011044885,0.62210,3548,9760.00,9778.0000,No,36350262,61.31,80.00,36350262.00,29080209.60,1,2179,07/03/2021
ASHTROM GROUP,ASHG,1132315,IL0011323156,0.62182,6304,6262.00,6245.0000,No,100759936,37.71,45.00,100677068.00,45304680.60,1,2373,07/03/2021
REIT 1,RIT1,1098920,IL0010989205,0.60566,2763,1546.00,1548.0000,No,178733943,98.48,100.00,178733943.00,178733943.00,1,2725,07/03/2021
ENERGIX,ENRG,1123355,IL0011233553,0.56597,5781,1188.00,1240.0000,No,486643839,44.43,45.00,483004379.00,217351970.55,1,2681,07/03/2021
NEWMED ENERG PU,NWMD,475020,IL0004750209,0.56001,5678,483.70,476.3000,No,1173814691,44.80,45.00,1173814691.00,528216610.95,1,2505,07/03/2021
AUDIOCODES,AUDC,1082965,IL0010829658,0.55407,3160,9570.00,9217.0000,No,33017814,71.42,80.00,33017814.00,26414251.20,1,2173,07/03/2021
COMPUGEN,CGEN,1085208,IL0010852080,0.55173,2517,3044.00,2800.0000,No,82694209,99.93,100.00,82694209.00,82694209.00,1,2314,07/03/2021
FATTAL HOLD,FTAL,1143429,IL0011434292,0.54580,5534,35790.00,35880.0000,No,15461541,37.64,45.00,15461541.00,6957693.45,1,2088,07/03/2021
KENON,KEN,1134139,SG9999012629,0.54312,5506,10220.00,9960.0000,No,53879117,41.94,45.00,53879117.00,24245602.65,1,2251,07/03/2021
PARTNER,PTNR,1083484,IL0010834849,0.52865,3015,1641.00,1635.0000,No,183721365,72.86,80.00,183721365.00,146977092.00,1,2189,07/03/2021
